bgc_id,GCF,class,genome_id,contig,start,end,product,contig_edge
BGC0000797.1,756,Others,NA,NA,NA,NA,NA,NA
BGC0000798.1,757;1752,Others,NA,NA,NA,NA,NA,NA
BGC0000799.1,758,Others,NA,NA,NA,NA,NA,NA
BGC0000800.1,759;1485,Others,NA,NA,NA,NA,NA,NA
BGC0000801.1,760;1767,Others,NA,NA,NA,NA,NA,NA
BGC0000802.1,761;1692,Others,NA,NA,NA,NA,NA,NA
BGC0000803.1,762,Others,NA,NA,NA,NA,NA,NA
BGC0000804.1,763;772,Others,NA,NA,NA,NA,NA,NA
BGC0000805.1,764;1022,Others,NA,NA,NA,NA,NA,NA
BGC0000806.1,765;1314,Others,NA,NA,NA,NA,NA,NA
BGC0000807.1,766;1314,Others,NA,NA,NA,NA,NA,NA
BGC0000809.1,767;781;1373,Others,NA,NA,NA,NA,NA,NA
BGC0000810.1,768;1240,Others,NA,NA,NA,NA,NA,NA
BGC0000811.1,769;1193,Others,NA,NA,NA,NA,NA,NA
BGC0000812.1,770;1466,Others,NA,NA,NA,NA,NA,NA
BGC0000813.1,771;772,Others,NA,NA,NA,NA,NA,NA
BGC0000814.1,771;772,Others,NA,NA,NA,NA,NA,NA
BGC0000815.1,773;1976,Others,NA,NA,NA,NA,NA,NA
BGC0000816.1,774;1033,Others,NA,NA,NA,NA,NA,NA
BGC0000817.1,775;1251,Others,NA,NA,NA,NA,NA,NA
BGC0000818.1,776;1033,Others,NA,NA,NA,NA,NA,NA
BGC0000819.1,777;1033,Others,NA,NA,NA,NA,NA,NA
BGC0000820.1,778;1904,Others,NA,NA,NA,NA,NA,NA
BGC0000821.1,781,Others,NA,NA,NA,NA,NA,NA
BGC0000822.1,781,Others,NA,NA,NA,NA,NA,NA
BGC0000823.1,781,Others,NA,NA,NA,NA,NA,NA
BGC0000825.1,782;783,Others,NA,NA,NA,NA,NA,NA
BGC0000826.1,783,Others,NA,NA,NA,NA,NA,NA
BGC0000827.1,784;1119,Others,NA,NA,NA,NA,NA,NA
BGC0000829.1,785;787,Others,NA,NA,NA,NA,NA,NA
BGC0000830.1,786;787,Others,NA,NA,NA,NA,NA,NA
BGC0000831.1,787,Others,NA,NA,NA,NA,NA,NA
BGC0000832.1,788;1022;789,Others,NA,NA,NA,NA,NA,NA
BGC0000833.1,788;1022;789,Others,NA,NA,NA,NA,NA,NA
BGC0000834.1,790;1022,Others,NA,NA,NA,NA,NA,NA
BGC0000835.1,791;1022,Others,NA,NA,NA,NA,NA,NA
BGC0000836.1,792;1880,Others,NA,NA,NA,NA,NA,NA
BGC0000837.1,793;1880,Others,NA,NA,NA,NA,NA,NA
BGC0000838.1,794;795,Others,NA,NA,NA,NA,NA,NA
BGC0000839.1,795,Others,NA,NA,NA,NA,NA,NA
BGC0000840.1,796;1880,Others,NA,NA,NA,NA,NA,NA
BGC0000841.1,797;801,Others,NA,NA,NA,NA,NA,NA
BGC0000842.1,798;803,Others,NA,NA,NA,NA,NA,NA
BGC0000843.1,799;801,Others,NA,NA,NA,NA,NA,NA
BGC0000844.1,800;801,Others,NA,NA,NA,NA,NA,NA
BGC0000845.1,800;801,Others,NA,NA,NA,NA,NA,NA
BGC0000846.1,802;1080,Others,NA,NA,NA,NA,NA,NA
BGC0000847.1,803,Others,NA,NA,NA,NA,NA,NA
BGC0000848.1,804;1032,Others,NA,NA,NA,NA,NA,NA
BGC0000849.1,805;1032,Others,NA,NA,NA,NA,NA,NA
BGC0000850.1,806;1032,Others,NA,NA,NA,NA,NA,NA
BGC0000851.1,807;1858,Others,NA,NA,NA,NA,NA,NA
BGC0000852.1,808;815,Others,NA,NA,NA,NA,NA,NA
BGC0000853.1,809;815,Others,NA,NA,NA,NA,NA,NA
BGC0000854.1,810;815,Others,NA,NA,NA,NA,NA,NA
BGC0000855.1,815,Others,NA,NA,NA,NA,NA,NA
BGC0000856.1,815,Others,NA,NA,NA,NA,NA,NA
BGC0000857.1,815,Others,NA,NA,NA,NA,NA,NA
BGC0000858.1,814;815,Others,NA,NA,NA,NA,NA,NA
BGC0000859.1,815,Others,NA,NA,NA,NA,NA,NA
BGC0000860.1,816;1489,Others,NA,NA,NA,NA,NA,NA
BGC0000861.1,821;817,Others,NA,NA,NA,NA,NA,NA
BGC0000862.1,821;818,Others,NA,NA,NA,NA,NA,NA
BGC0000863.1,821;819,Others,NA,NA,NA,NA,NA,NA
BGC0000864.1,820;821;1006,Others,NA,NA,NA,NA,NA,NA
BGC0000865.1,821,Others,NA,NA,NA,NA,NA,NA
BGC0000866.1,822;823,Others,NA,NA,NA,NA,NA,NA
BGC0000867.1,823,Others,NA,NA,NA,NA,NA,NA
BGC0000868.1,824;1314,Others,NA,NA,NA,NA,NA,NA
BGC0000869.1,825;1963,PKSother,NA,NA,NA,NA,NA,NA
BGC0000870.1,826;1382,Others,NA,NA,NA,NA,NA,NA
BGC0000871.1,827;2017,NRPS,NA,NA,NA,NA,NA,NA
BGC0000872.1,828;1026,Others,NA,NA,NA,NA,NA,NA
BGC0000873.1,829;1080,Others,NA,NA,NA,NA,NA,NA
BGC0000874.1,830;498,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000876.1,831;991,NRPS,NA,NA,NA,NA,NA,NA
BGC0000877.1,832;1032,Others,NA,NA,NA,NA,NA,NA
BGC0000878.1,833;1080,Others,NA,NA,NA,NA,NA,NA
BGC0000879.1,834;1692,Others,NA,NA,NA,NA,NA,NA
BGC0000880.1,835;1732,Others,NA,NA,NA,NA,NA,NA
BGC0000881.1,1692,Others,NA,NA,NA,NA,NA,NA
BGC0000882.1,837;1489,Others,NA,NA,NA,NA,NA,NA
BGC0000883.1,838;1119,Others,NA,NA,NA,NA,NA,NA
BGC0000884.1,839;1648,Others,NA,NA,NA,NA,NA,NA
BGC0000885.1,840;1900,Others,NA,NA,NA,NA,NA,NA
BGC0000886.1,841;2025,Others,NA,NA,NA,NA,NA,NA
BGC0000887.1,842;882,Others,NA,NA,NA,NA,NA,NA
BGC0000888.1,1120,Others,NA,NA,NA,NA,NA,NA
BGC0000889.1,844;1900,Others,NA,NA,NA,NA,NA,NA
BGC0000890.1,845;1367,Others,NA,NA,NA,NA,NA,NA
BGC0000891.1,845;1367,Others,NA,NA,NA,NA,NA,NA
BGC0000892.1,847;1770,Others,NA,NA,NA,NA,NA,NA
BGC0000893.1,848;1598,NRPS,NA,NA,NA,NA,NA,NA
BGC0000894.1,849;1080,Others,NA,NA,NA,NA,NA,NA
BGC0000895.1,850;1489,Others,NA,NA,NA,NA,NA,NA
BGC0000896.1,851;1344,Others,NA,NA,NA,NA,NA,NA
BGC0000897.1,852;1907,Others,NA,NA,NA,NA,NA,NA
BGC0000898.1,853;854,Others,NA,NA,NA,NA,NA,NA
BGC0000899.1,853;854,Others,NA,NA,NA,NA,NA,NA
BGC0000900.1,855;1605,NRPS,NA,NA,NA,NA,NA,NA
BGC0000901.1,856;1083,NRPS,NA,NA,NA,NA,NA,NA
BGC0000902.1,857,PKSother,NA,NA,NA,NA,NA,NA
BGC0000903.1,858;1507,Others,NA,NA,NA,NA,NA,NA
BGC0000904.1,859;1907,Others,NA,NA,NA,NA,NA,NA
BGC0000905.1,860;861,Others,NA,NA,NA,NA,NA,NA
BGC0000906.1,861,Others,NA,NA,NA,NA,NA,NA
BGC0000907.1,862;1420,Others,NA,NA,NA,NA,NA,NA
BGC0000908.1,863;1900,Others,NA,NA,NA,NA,NA,NA
BGC0000909.1,864;1900,Others,NA,NA,NA,NA,NA,NA
BGC0000910.1,865;1900,Others,NA,NA,NA,NA,NA,NA
BGC0000911.1,866;1900,Others,NA,NA,NA,NA,NA,NA
BGC0000912.1,867;1900,Others,NA,NA,NA,NA,NA,NA
BGC0000913.1,868;1090,Others,NA,NA,NA,NA,NA,NA
BGC0000914.1,869;1656,Others,NA,NA,NA,NA,NA,NA
BGC0000915.1,870;1882,Others,NA,NA,NA,NA,NA,NA
BGC0000916.1,871;1489,Others,NA,NA,NA,NA,NA,NA
BGC0000917.1,872;880,Others,NA,NA,NA,NA,NA,NA
BGC0000918.1,873;1578,Others,NA,NA,NA,NA,NA,NA
BGC0000919.1,874;1072,Others,NA,NA,NA,NA,NA,NA
BGC0000920.1,875;1732,Others,NA,NA,NA,NA,NA,NA
BGC0000921.1,876;958,NRPS,NA,NA,NA,NA,NA,NA
BGC0000922.1,877;1882,Others,NA,NA,NA,NA,NA,NA
BGC0000923.1,878;2025,Others,NA,NA,NA,NA,NA,NA
BGC0000924.1,879;1251,Others,NA,NA,NA,NA,NA,NA
BGC0000925.1,880,Others,NA,NA,NA,NA,NA,NA
BGC0000926.1,881;2011,Others,NA,NA,NA,NA,NA,NA
BGC0000928.1,178;882,Others,NA,NA,NA,NA,NA,NA
BGC0000929.1,883;1846,Others,NA,NA,NA,NA,NA,NA
BGC0000930.1,1695;884,Terpene,NA,NA,NA,NA,NA,NA
BGC0000932.1,1269,Others,NA,NA,NA,NA,NA,NA
BGC0000933.1,886;988,Others,NA,NA,NA,NA,NA,NA
BGC0000934.1,887;1032;1029,Others,NA,NA,NA,NA,NA,NA
BGC0000935.1,888;1882;1436,Others,NA,NA,NA,NA,NA,NA
BGC0000936.1,889;1882,Others,NA,NA,NA,NA,NA,NA
BGC0000937.1,890;1838,Others,NA,NA,NA,NA,NA,NA
BGC0000938.1,891;1314,Others,NA,NA,NA,NA,NA,NA
BGC0000939.1,892;1453,Others,NA,NA,NA,NA,NA,NA
BGC0000940.1,894;1355,Others,NA,NA,NA,NA,NA,NA
BGC0000941.1,894;1355,Others,NA,NA,NA,NA,NA,NA
BGC0000942.1,895,Others,NA,NA,NA,NA,NA,NA
BGC0000943.1,896;899,Others,NA,NA,NA,NA,NA,NA
BGC0000944.1,897;899,Others,NA,NA,NA,NA,NA,NA
BGC0000946.1,898;899,Others,NA,NA,NA,NA,NA,NA
BGC0000947.1,898;899,Others,NA,NA,NA,NA,NA,NA
BGC0000948.1,900;1931,Others,NA,NA,NA,NA,NA,NA
BGC0000949.1,901,Others,NA,NA,NA,NA,NA,NA
BGC0000950.1,902;903,NRPS,NA,NA,NA,NA,NA,NA
BGC0000951.1,903,NRPS,NA,NA,NA,NA,NA,NA
BGC0000953.1,904;1598,NRPS,NA,NA,NA,NA,NA,NA
BGC0000954.1,905;1104;939;941,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000955.1,906;1873;1524;1751,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000956.1,907;1245;988,Others,NA,NA,NA,NA,NA,NA
BGC0000957.1,908;1558;997;1169,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000958.1,909;1357;1151,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000959.1,910;1906;919;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000960.1,911;1139;973;1712,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000961.1,912;932;1648,Others,NA,NA,NA,NA,NA,NA
BGC0000962.1,913;1357;1003;1368,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000963.1,914;1008;998,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000964.1,915;1245,NRPS,NA,NA,NA,NA,NA,NA
BGC0000965.1,1302;1480,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000966.1,917;924;1712,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000967.1,918;1819;1019;1908,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000968.1,919;1906;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000969.1,920;1245;974;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000970.1,921;1814;974;1623,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000971.1,922;991,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000972.1,923;1691;1009;1417,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000973.1,924;1357,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000974.1,1457,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000975.1,926;1245;974;1368,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000976.1,1104;927,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000977.1,928;1906;1750,Others,NA,NA,NA,NA,NA,NA
BGC0000978.1,929;932,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000979.1,930;931,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000980.1,930;931,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000981.1,929;932,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000982.1,959;960;933,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000983.1,934;1854;919,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000984.1,935;1873;973;1865,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000985.1,936;1826,NRPS,NA,NA,NA,NA,NA,NA
BGC0000986.1,937;1844;1904;96,Others,NA,NA,NA,NA,NA,NA
BGC0000988.1,941;939,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000989.1,941;939,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000990.1,941;939,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000991.1,941;939,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000992.1,942;1851;1750;1018,Others,NA,NA,NA,NA,NA,NA
BGC0000993.1,943;1258,NRPS,NA,NA,NA,NA,NA,NA
BGC0000994.1,944;1644;1016;963,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000995.1,945;1042,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000996.1,946;1613;993,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000997.1,947;997,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000998.1,948;1844;960,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000999.1,949;1613;993,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001000.1,950;1792;974;1368,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001001.1,951;1844;974;1104,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001002.1,952;997;1368,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001003.1,953;1883;1016;1378,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001004.1,954;1119,Others,NA,NA,NA,NA,NA,NA
BGC0001005.1,955;1048;973;1865,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001006.1,956;957,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001007.1,956;957,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001008.1,958,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001009.1,959;960,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001010.1,959;960,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001011.1,963,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001012.1,963,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001013.1,963,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001014.1,964;1005;1368,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001015.1,967;1593;965,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001016.1,967;1593;1559,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001017.1,967;1593,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001018.1,316;968,NRPS,NA,NA,NA,NA,NA,NA
BGC0001019.1,969;1691;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001020.1,970;1139;1119,Others,NA,NA,NA,NA,NA,NA
BGC0001021.1,971;1139,NRPS,NA,NA,NA,NA,NA,NA
BGC0001022.1,1623;972,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001023.1,1334;973;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001024.1,974;1814;1368,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001025.1,975;1908;1019;1049,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001026.1,976;1194;999,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001027.1,977;1139,NRPS,NA,NA,NA,NA,NA,NA
BGC0001028.1,978;1639;998;1751,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001029.1,979;1826;1009,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001030.1,980;1194;999,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001031.1,981;1717,PKSother,NA,NA,NA,NA,NA,NA
BGC0001032.1,981;1717,PKSother,NA,NA,NA,NA,NA,NA
BGC0001033.1,983;1826;1009;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001034.1,984;1623;1016,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001035.1,985;1278;1648,Others,NA,NA,NA,NA,NA,NA
BGC0001036.1,986;1417,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001037.1,987;1906;999;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001038.1,988;1022,Others,NA,NA,NA,NA,NA,NA
BGC0001039.1,989;1259;997;1792,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001040.1,990;1579;1016;1378,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001041.1,138;991,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001042.1,992;1579;1016;1378,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001043.1,993;1613;949,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001044.1,994;1704;1272,Others,NA,NA,NA,NA,NA,NA
BGC0001045.1,995;1245,NRPS,NA,NA,NA,NA,NA,NA
BGC0001046.1,1002;1883;996;1904;96,Others,NA,NA,NA,NA,NA,NA
BGC0001047.1,997;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001048.1,998;1008,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001049.1,1078;1906;999;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001050.1,1000;1139,NRPS,NA,NA,NA,NA,NA,NA
BGC0001051.1,1001;1644;1016;1908,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001052.1,1002;1883;1016;1378,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001053.1,1258;1003,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001054.1,1004;1814;1009;1368,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001055.1,1005;1417,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001056.1,1006;1072,Others,NA,NA,NA,NA,NA,NA
BGC0001057.1,1007;1169;919;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001058.1,1008,NRPS,NA,NA,NA,NA,NA,NA
BGC0001059.1,1009;1648;1072,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001060.1,1010;1648,PKSI,NA,NA,NA,NA,NA,NA
BGC0001061.1,1011;1312,PKSother,NA,NA,NA,NA,NA,NA
BGC0001062.1,1012;1610,PKSother,NA,NA,NA,NA,NA,NA
BGC0001063.1,1013,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001064.1,1014;1464,PKSother,NA,NA,NA,NA,NA,NA
BGC0001065.1,1015;1904;1022;1895,Others,NA,NA,NA,NA,NA,NA
BGC0001066.1,1016;1579,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001067.1,1017;1018,PKSI,NA,NA,NA,NA,NA,NA
BGC0001068.1,1018,PKSI,NA,NA,NA,NA,NA,NA
BGC0001069.1,1019;1819;1053,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001070.1,1020;1836;1831;1908,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001071.1,1021;1908;945,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001072.1,791;1022;1610,Others,NA,NA,NA,NA,NA,NA
BGC0001073.1,1023;1732;1312,Others,NA,NA,NA,NA,NA,NA
BGC0001074.1,1456;1466;203,Others,NA,NA,NA,NA,NA,NA
BGC0001075.1,1025;1080,Others,NA,NA,NA,NA,NA,NA
BGC0001076.1,1026,Others,NA,NA,NA,NA,NA,NA
BGC0001077.1,1027;1811,PKSother,NA,NA,NA,NA,NA,NA
BGC0001078.1,887;1032;1028;1029;621,Others,NA,NA,NA,NA,NA,NA
BGC0001079.1,1029;887;621,Others,NA,NA,NA,NA,NA,NA
BGC0001080.1,887;1874;1030;1728,Others,NA,NA,NA,NA,NA,NA
BGC0001082.1,1031;1661;1187,Others,NA,NA,NA,NA,NA,NA
BGC0001083.1,1032;1691;1728;621,Others,NA,NA,NA,NA,NA,NA
BGC0001084.1,1033,Others,NA,NA,NA,NA,NA,NA
BGC0001085.1,1034,Others,NA,NA,NA,NA,NA,NA
BGC0001088.1,1035;1316;973;1751,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001089.1,1036;1908;1019;1044,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001090.1,1037;1048;1043;382;1865,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001091.1,1038;1908;1462,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001093.1,1039;1053,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001094.1,1040;1378,PKSother,NA,NA,NA,NA,NA,NA
BGC0001095.1,1041;1128;1848,Others,NA,NA,NA,NA,NA,NA
BGC0001096.1,945;1042,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001098.1,1037;1048;1043;382;1865,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001099.1,1044;1908;945,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001100.1,1045;1910,NRPS,NA,NA,NA,NA,NA,NA
BGC0001101.1,1046;1706;969;1908,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001102.1,1047;1245;336;1910,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001103.1,1037;1048;382;1865,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001104.1,1049,PKSother,NA,NA,NA,NA,NA,NA
BGC0001105.1,1050;1844;1462;1908,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001106.1,1051;1908;1019;1053,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001108.1,1052;1053,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001109.1,1052;1053,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001110.1,1054;1908;1462,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001111.1,1055;1819;1019,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001112.1,1056;1819;1019;1908,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001113.1,1057;1908;945,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001114.1,1058;1908;1019,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001115.1,1059;1908;945,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001116.1,1060;1706;1462;1457,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001117.1,1061;1417,NRPS,NA,NA,NA,NA,NA,NA
BGC0001118.1,1062;148,PKSI,NA,NA,NA,NA,NA,NA
BGC0001119.1,1063;1644;1016;1417,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001120.1,1064;1453,Others,NA,NA,NA,NA,NA,NA
BGC0001122.1,1065;1854;999;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001123.1,1066;1704,NRPS,NA,NA,NA,NA,NA,NA
BGC0001124.1,1067;1183,PKSI,NA,NA,NA,NA,NA,NA
BGC0001125.1,1068;1826;1823,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001126.1,637;1507,Others,NA,NA,NA,NA,NA,NA
BGC0001127.1,1070;1816,NRPS,NA,NA,NA,NA,NA,NA
BGC0001128.1,1071;1077,NRPS,NA,NA,NA,NA,NA,NA
BGC0001130.1,1072;1006,Others,NA,NA,NA,NA,NA,NA
BGC0001131.1,1073;1077,NRPS,NA,NA,NA,NA,NA,NA
BGC0001132.1,1074;1077,NRPS,NA,NA,NA,NA,NA,NA
BGC0001133.1,1075;1897,NRPS,NA,NA,NA,NA,NA,NA
BGC0001134.1,1076,Others,NA,NA,NA,NA,NA,NA
BGC0001135.1,1077,NRPS,NA,NA,NA,NA,NA,NA
BGC0001136.1,1078;1906;999;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001137.1,1079;1656,Others,NA,NA,NA,NA,NA,NA
BGC0001138.1,1080,Others,NA,NA,NA,NA,NA,NA
BGC0001140.1,1771,Others,NA,NA,NA,NA,NA,NA
BGC0001141.1,1082;1018,PKSI,NA,NA,NA,NA,NA,NA
BGC0001142.1,1083,NRPS,NA,NA,NA,NA,NA,NA
BGC0001143.1,1084;1308,PKSI,NA,NA,NA,NA,NA,NA
BGC0001144.1,1085;1750;148,Others,NA,NA,NA,NA,NA,NA
BGC0001145.1,573;1086,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001146.1,1087;1086,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001148.1,1088;1828;1119;490,Others,NA,NA,NA,NA,NA,NA
BGC0001149.1,1089;2022,NRPS,NA,NA,NA,NA,NA,NA
BGC0001150.1,1090,Others,NA,NA,NA,NA,NA,NA
BGC0001151.1,1091;1598,Others,NA,NA,NA,NA,NA,NA
BGC0001152.1,1092;1865,NRPS,NA,NA,NA,NA,NA,NA
BGC0001153.1,1093;1128,NRPS,NA,NA,NA,NA,NA,NA
BGC0001154.1,1094;1598,Others,NA,NA,NA,NA,NA,NA
BGC0001155.1,1095;1373,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001156.1,1771,Others,NA,NA,NA,NA,NA,NA
BGC0001157.1,447;448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001159.1,1098;124,PKSI,NA,NA,NA,NA,NA,NA
BGC0001160.1,1099;1102;1101;1103,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001161.1,1102;1101;1103,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001162.1,1102;1101;1103,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001163.1,1102;1101;1103,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001164.1,1103;1613;1101,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
