study,genome_id,contig,location,contig_edge,product,bgc_id,author,class,GCF_c0.3,GCF_c0.4,GCF_c0.5
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000001,[1187874:1229149],FALSE,ladderane,JADJCA010000001.1.region002,Singleton,Other,6194,6194,6194
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000001,[1355984:1366902],FALSE,RiPP-like,JADJCA010000001.1.region003,Singleton,RiPP,6195,6195,6195
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000002,[810635:820819],FALSE,RiPP-like,JADJCA010000002.1.region001,Singleton,RiPP,6196,6196,6196
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000002,[884555:929307],FALSE,NRPS-like,JADJCA010000002.1.region002,Singleton,NRPS,6197,6197,6197
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000002,[1125908:1136736],FALSE,RiPP-like,JADJCA010000002.1.region003,Singleton,RiPP,6198,6198,6198
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000008,[499335:542428],FALSE,NRPS-like,JADJCA010000008.1.region001,Singleton,NRPS,6199,6199,6199
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000009,[12235:54851],FALSE,NRPS-like,JADJCA010000009.1.region001,Singleton,NRPS,6200,6200,6200
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000009,[396216:406651],FALSE,RiPP-like,JADJCA010000009.1.region002,Singleton,RiPP,6201,6201,6201
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000011,[165886:176003],FALSE,RiPP-like,JADJCA010000011.1.region001,Singleton,RiPP,6202,6202,6202
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000011,[303042:325384],FALSE,lassopeptide,JADJCA010000011.1.region002,Singleton,RiPP,6203,6203,6203
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000011,[330251:341019],FALSE,RiPP-like,JADJCA010000011.1.region003,Singleton,RiPP,6204,6204,6204
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000013,[318172:340398],FALSE,lassopeptide,JADJCA010000013.1.region001,Singleton,RiPP,6205,6205,6205
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000015,[57801:112732],FALSE,NRPS;T1PKS,JADJCA010000015.1.region001,Singleton,NRPS-PKS,6206,6206,6206
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000015,[141291:152167],FALSE,RiPP-like,JADJCA010000015.1.region002,Singleton,RiPP,6207,6207,6207
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000022,[70824:81691],FALSE,RiPP-like,JADJCA010000022.1.region001,Singleton,RiPP,6208,6208,6208
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000023,[16114:26972],FALSE,RiPP-like,JADJCA010000023.1.region001,Singleton,RiPP,6209,6209,6209
Singleton_et_al_2021,GCA_016703425.1,JADJCA010000029,[327062:348013],FALSE,terpene,JADJCA010000029.1.region001,Singleton,Terpene,6210,6210,6210
Singleton_et_al_2021,GCA_016703435.1,JADJCC010000001,[49133:62757],FALSE,RiPP-like,JADJCC010000001.1.region001,Singleton,RiPP,8764,8764,6067
Singleton_et_al_2021,GCA_016703435.1,JADJCC010000002,[328681:350005],FALSE,terpene,JADJCC010000002.1.region001,Singleton,Terpene,6217,6217,6123
Singleton_et_al_2021,GCA_016703435.1,JADJCC010000003,[278500:309864],FALSE,betalactone,JADJCC010000003.1.region001,Singleton,Other,8765,8765,8765
Singleton_et_al_2021,GCA_016703435.1,JADJCC010000003,[712298:773597],FALSE,acyl_amino_acids;hserlactone,JADJCC010000003.1.region002,Singleton,Other,5912,5912,5912
Singleton_et_al_2021,GCA_016703435.1,JADJCC010000004,[386442:427636],FALSE,arylpolyene,JADJCC010000004.1.region001,Singleton,Other,8763,8763,6068
Singleton_et_al_2021,GCA_016703435.1,JADJCC010000006,[347368:388361],FALSE,PKS-like,JADJCC010000006.1.region001,Singleton,PKS,6221,6221,6221
Singleton_et_al_2021,GCA_016703445.1,JADJCB010000004,[132785:153073],FALSE,RRE-containing,JADJCB010000004.1.region001,Singleton,RiPP,8604,8604,7478
Singleton_et_al_2021,GCA_016703445.1,JADJCB010000006,[67511:88768],FALSE,terpene,JADJCB010000006.1.region001,Singleton,Terpene,8607,8607,8607
Singleton_et_al_2021,GCA_016703445.1,JADJCB010000006,[686238:734653],FALSE,hglE-KS,JADJCB010000006.1.region002,Singleton,PKS,8606,8606,8606
Singleton_et_al_2021,GCA_016703445.1,JADJCB010000009,[630164:651106],FALSE,terpene,JADJCB010000009.1.region001,Singleton,Terpene,8603,8603,8603
Singleton_et_al_2021,GCA_016703445.1,JADJCB010000012,[39631:59904],FALSE,RRE-containing,JADJCB010000012.1.region001,Singleton,RiPP,8605,8605,8605
Singleton_et_al_2021,GCA_016703485.1,JADJBY010000005,[133155:153908],FALSE,terpene,JADJBY010000005.1.region001,Singleton,Terpene,9242,9242,9242
Singleton_et_al_2021,GCA_016703495.1,JADJBZ010000001,[202686:244651],FALSE,NRPS-like,JADJBZ010000001.1.region001,Singleton,NRPS,6189,6189,6189
Singleton_et_al_2021,GCA_016703495.1,JADJBZ010000001,[281514:322627],FALSE,resorcinol,JADJBZ010000001.1.region002,Singleton,Other,6190,6190,6190
Singleton_et_al_2021,GCA_016703495.1,JADJBZ010000013,[79093:121157],FALSE,NRPS-like,JADJBZ010000013.1.region001,Singleton,NRPS,6191,6191,6191
Singleton_et_al_2021,GCA_016703495.1,JADJBZ010000023,[128434:139319],FALSE,RiPP-like,JADJBZ010000023.1.region001,Singleton,RiPP,8581,8581,6641
Singleton_et_al_2021,GCA_016703525.1,JADJBW010000001,[544118:565676],FALSE,ranthipeptide,JADJBW010000001.1.region001,Singleton,RiPP,6186,6186,6186
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000001,[654782:695850],FALSE,PKS-like,JADJBV010000001.1.region001,Singleton,PKS,6173,6173,6173
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000001,[2063960:2105112],FALSE,T3PKS,JADJBV010000001.1.region002,Singleton,PKS,6174,6174,6174
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000001,[2954297:2975770],FALSE,ranthipeptide,JADJBV010000001.1.region003,Singleton,RiPP,6175,6175,6175
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000001,[3628480:3674575],FALSE,NRPS-like;T1PKS,JADJBV010000001.1.region004,Singleton,NRPS-PKS,6176,6176,6176
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000001,[4613018:4653505],FALSE,NRPS-like,JADJBV010000001.1.region005,Singleton,NRPS,6177,6177,6177
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000001,[5918748:6006796],FALSE,NRPS;T1PKS,JADJBV010000001.1.region006,Singleton,NRPS-PKS,6178,6178,6178
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000001,[6176412:6197813],FALSE,RRE-containing,JADJBV010000001.1.region007,Singleton,RiPP,6179,6179,6179
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000001,[6298191:6309043],FALSE,RiPP-like,JADJBV010000001.1.region008,Singleton,RiPP,6180,6180,6180
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000001,[6362830:6383331],FALSE,linaridin,JADJBV010000001.1.region009,Singleton,RiPP,6181,6181,6181
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000002,[440430:523671],FALSE,hglE-KS;NRPS;NRPS-like;T1PKS,JADJBV010000002.1.region001,Singleton,NRPS-PKS,6182,6182,6182
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000002,[709888:758162],FALSE,T1PKS,JADJBV010000002.1.region002,Singleton,PKS,6183,6183,6183
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000002,[1059624:1104199],FALSE,NRPS-like,JADJBV010000002.1.region003,Singleton,NRPS,6184,6184,6184
Singleton_et_al_2021,GCA_016703535.1,JADJBV010000002,[1244921:1269838],FALSE,terpene,JADJBV010000002.1.region004,Singleton,Terpene,6185,6185,6185
Singleton_et_al_2021,GCA_016703545.1,JADJBX010000002,[311914:354374],FALSE,NRPS-like,JADJBX010000002.1.region001,Singleton,NRPS,6187,6187,6187
Singleton_et_al_2021,GCA_016703575.1,JADJBT010000001,[10708:69570],FALSE,NRPS;NRPS-like;T1PKS,JADJBT010000001.1.region001,Singleton,NRPS-PKS,8632,8632,8632
Singleton_et_al_2021,GCA_016703575.1,JADJBT010000001,[194694:236356],FALSE,phosphonate;terpene,JADJBT010000001.1.region002,Singleton,Other,6164,8629,8629
Singleton_et_al_2021,GCA_016703575.1,JADJBT010000010,[103463:114312],FALSE,RiPP-like,JADJBT010000010.1.region001,Singleton,RiPP,8628,6165,6165
Singleton_et_al_2021,GCA_016703575.1,JADJBT010000011,[17778:39788],FALSE,terpene,JADJBT010000011.1.region001,Singleton,Terpene,8634,8634,8634
Singleton_et_al_2021,GCA_016703575.1,JADJBT010000015,[33949:75170],FALSE,NRPS-like,JADJBT010000015.1.region001,Singleton,NRPS,8631,8631,8631
Singleton_et_al_2021,GCA_016703575.1,JADJBT010000020,[99818:110682],FALSE,RiPP-like,JADJBT010000020.1.region001,Singleton,RiPP,6168,6168,6168
Singleton_et_al_2021,GCA_016703575.1,JADJBT010000023,[0:15718],TRUE,RRE-containing,JADJBT010000023.1.region001,Singleton,RiPP,6169,6169,6169
Singleton_et_al_2021,GCA_016703605.1,JADJBU010000004,[89454:110426],FALSE,terpene,JADJBU010000004.1.region001,Singleton,Terpene,6170,6170,6170
Singleton_et_al_2021,GCA_016703605.1,JADJBU010000007,[60511:81462],FALSE,terpene,JADJBU010000007.1.region001,Singleton,Terpene,6171,6171,6171
Singleton_et_al_2021,GCA_016703605.1,JADJBU010000022,[690108:711482],FALSE,ranthipeptide,JADJBU010000022.1.region001,Singleton,RiPP,6172,6172,6172
Singleton_et_al_2021,GCA_016703625.1,JADJBP010000001,[195168:257631],FALSE,arylpolyene;resorcinol,JADJBP010000001.1.region001,Singleton,Other,8159,9710,6635
Singleton_et_al_2021,GCA_016703625.1,JADJBP010000002,[654755:675593],FALSE,terpene,JADJBP010000002.1.region001,Singleton,Terpene,8888,6637,9709
Singleton_et_al_2021,GCA_016703625.1,JADJBP010000004,[79764:120616],FALSE,T3PKS,JADJBP010000004.1.region001,Singleton,PKS,6965,6965,6965
Singleton_et_al_2021,GCA_016703645.1,JADJBR010000004,[334987:356651],FALSE,terpene,JADJBR010000004.1.region001,Singleton,Terpene,6153,7417,7417
Singleton_et_al_2021,GCA_016703645.1,JADJBR010000007,[19390:43299],FALSE,betalactone,JADJBR010000007.1.region001,Singleton,Other,6154,6154,6154
Singleton_et_al_2021,GCA_016703645.1,JADJBR010000007,[870673:892818],FALSE,redox-cofactor,JADJBR010000007.1.region002,Singleton,Other,6155,6155,4991
Singleton_et_al_2021,GCA_016703645.1,JADJBR010000007,[1563643:1624345],FALSE,acyl_amino_acids,JADJBR010000007.1.region003,Singleton,Other,6156,6156,6156
Singleton_et_al_2021,GCA_016703645.1,JADJBR010000008,[0:21204],TRUE,betalactone,JADJBR010000008.1.region001,Singleton,Other,7419,7419,7419
Singleton_et_al_2021,GCA_016703645.1,JADJBR010000009,[301471:312302],FALSE,RiPP-like,JADJBR010000009.1.region001,Singleton,RiPP,6158,6158,6158
Singleton_et_al_2021,GCA_016703655.1,JADJBQ010000001,[105841:155637],FALSE,NRPS-like;T1PKS,JADJBQ010000001.1.region001,Singleton,NRPS-PKS,7544,7544,7544
Singleton_et_al_2021,GCA_016703655.1,JADJBQ010000008,[387168:404930],TRUE,terpene,JADJBQ010000008.1.region001,Singleton,Terpene,9567,9567,9567
Singleton_et_al_2021,GCA_016703655.1,JADJBQ010000023,[127733:149861],FALSE,lassopeptide,JADJBQ010000023.1.region001,Singleton,RiPP,8052,8052,8052
Singleton_et_al_2021,GCA_016703665.1,JADJBS010000001,[370967:381806],FALSE,RiPP-like,JADJBS010000001.1.region001,Singleton,RiPP,7170,7170,7170
Singleton_et_al_2021,GCA_016703665.1,JADJBS010000004,[140193:161910],FALSE,terpene,JADJBS010000004.1.region001,Singleton,Terpene,6160,9158,9158
Singleton_et_al_2021,GCA_016703665.1,JADJBS010000013,[40167:60776],FALSE,hserlactone,JADJBS010000013.1.region001,Singleton,Other,6161,6161,6161
Singleton_et_al_2021,GCA_016703665.1,JADJBS010000020,[870218:881148],FALSE,RiPP-like,JADJBS010000020.1.region001,Singleton,RiPP,6162,6162,6162
Singleton_et_al_2021,GCA_016703685.1,JADJBO010000001,[1844167:1865010],FALSE,terpene,JADJBO010000001.1.region001,Singleton,Terpene,6143,6143,6143
Singleton_et_al_2021,GCA_016703685.1,JADJBO010000002,[21433:66638],FALSE,arylpolyene,JADJBO010000002.1.region001,Singleton,Other,8573,8573,8573
Singleton_et_al_2021,GCA_016703685.1,JADJBO010000002,[554392:600349],FALSE,arylpolyene;resorcinol,JADJBO010000002.1.region002,Singleton,Other,8574,8574,7464
Singleton_et_al_2021,GCA_016703685.1,JADJBO010000006,[173769:228332],FALSE,NRPS;NRPS-like;T1PKS,JADJBO010000006.1.region001,Singleton,NRPS-PKS,8575,8575,8575
Singleton_et_al_2021,GCA_016703725.1,JADJBN010000001,[414034:434301],FALSE,RRE-containing,JADJBN010000001.1.region001,Singleton,RiPP,6458,6458,6458
Singleton_et_al_2021,GCA_016703725.1,JADJBN010000002,[129428:140307],FALSE,RiPP-like,JADJBN010000002.1.region001,Singleton,RiPP,6456,6456,6456
Singleton_et_al_2021,GCA_016703725.1,JADJBN010000031,[0:23331],TRUE,hglE-KS,JADJBN010000031.1.region001,Singleton,PKS,6457,6457,6457
Singleton_et_al_2021,GCA_016703745.1,JADJBK010000006,[491097:510393],FALSE,terpene,JADJBK010000006.1.region001,Singleton,Terpene,6130,6130,6130
Singleton_et_al_2021,GCA_016703745.1,JADJBK010000006,[848012:869962],FALSE,terpene,JADJBK010000006.1.region002,Singleton,Terpene,6131,6131,5663
Singleton_et_al_2021,GCA_016703745.1,JADJBK010000006,[1257242:1318157],FALSE,acyl_amino_acids,JADJBK010000006.1.region003,Singleton,Other,6132,6132,6132
Singleton_et_al_2021,GCA_016703745.1,JADJBK010000006,[1710506:1756401],FALSE,T1PKS,JADJBK010000006.1.region004,Singleton,PKS,6133,6133,6133
Singleton_et_al_2021,GCA_016703765.1,JADJBL010000006,[60625:81462],FALSE,terpene,JADJBL010000006.1.region001,Singleton,Terpene,6429,6429,6429
Singleton_et_al_2021,GCA_016703765.1,JADJBL010000024,[4970:26143],FALSE,terpene,JADJBL010000024.1.region001,Singleton,Terpene,6135,6135,6135
Singleton_et_al_2021,GCA_016703765.1,JADJBL010000045,[49347:92581],FALSE,NRPS-like,JADJBL010000045.1.region001,Singleton,NRPS,7102,7102,7102
Singleton_et_al_2021,GCA_016703775.1,JADJBJ010000002,[863288:884131],FALSE,terpene,JADJBJ010000002.1.region001,Singleton,Terpene,7099,7099,7099
Singleton_et_al_2021,GCA_016703785.1,JADJBM010000015,[0:15743],TRUE,terpene,JADJBM010000015.1.region001,Singleton,Terpene,9087,6654,6137
Singleton_et_al_2021,GCA_016703785.1,JADJBM010000017,[49322:64728],TRUE,RRE-containing,JADJBM010000017.1.region001,Singleton,RiPP,5030,5030,5030
Singleton_et_al_2021,GCA_016703785.1,JADJBM010000031,[52066:94901],FALSE,NRPS-like,JADJBM010000031.1.region001,Singleton,NRPS,6139,6139,6139
Singleton_et_al_2021,GCA_016703795.1,JADJBI010000001,[998073:1018910],FALSE,terpene,JADJBI010000001.1.region001,Singleton,Terpene,9882,9882,9882
Singleton_et_al_2021,GCA_016703845.1,JADJBH010000002,[18009:39682],FALSE,terpene,JADJBH010000002.1.region001,Singleton,Terpene,6897,6123,6123
Singleton_et_al_2021,GCA_016703845.1,JADJBH010000002,[366276:377116],FALSE,RiPP-like,JADJBH010000002.1.region002,Singleton,RiPP,6845,6845,6124
Singleton_et_al_2021,GCA_016703845.1,JADJBH010000007,[15514:68969],TRUE,acyl_amino_acids;hserlactone,JADJBH010000007.1.region001,Singleton,Other,8816,9343,9343
Singleton_et_al_2021,GCA_016703845.1,JADJBH010000016,[294194:305121],FALSE,RiPP-like,JADJBH010000016.1.region001,Singleton,RiPP,9375,9375,9375
Singleton_et_al_2021,GCA_016703845.1,JADJBH010000017,[0:19197],TRUE,indole,JADJBH010000017.1.region001,Singleton,Other,6847,6847,6847
Singleton_et_al_2021,GCA_016703855.1,JADJBG010000001,[1222788:1243316],FALSE,terpene,JADJBG010000001.1.region001,Singleton,Terpene,6267,6267,6118
Singleton_et_al_2021,GCA_016703855.1,JADJBG010000005,[245794:256631],FALSE,RiPP-like,JADJBG010000005.1.region001,Singleton,RiPP,6264,6264,5630
Singleton_et_al_2021,GCA_016703855.1,JADJBG010000005,[980428:1014664],FALSE,"NAPAA",JADJBG010000005.1.region002,Singleton,NRPS,6120,6120,6120
Singleton_et_al_2021,GCA_016703855.1,JADJBG010000005,[1739580:1769473],FALSE,betalactone,JADJBG010000005.1.region003,Singleton,Other,5628,5628,5628
Singleton_et_al_2021,GCA_016703855.1,JADJBG010000007,[408398:449604],FALSE,arylpolyene,JADJBG010000007.1.region001,Singleton,Other,6122,6122,6122
Singleton_et_al_2021,GCA_016703885.1,JADJBD010000002,[45631:65877],FALSE,RRE-containing,JADJBD010000002.1.region001,Singleton,RiPP,6108,6108,6108
Singleton_et_al_2021,GCA_016703885.1,JADJBD010000014,[40885:52127],FALSE,butyrolactone,JADJBD010000014.1.region001,Singleton,Other,9791,9791,9791
Singleton_et_al_2021,GCA_016703885.1,JADJBD010000021,[16898:57951],FALSE,T3PKS,JADJBD010000021.1.region001,Singleton,PKS,9103,9103,6110
Singleton_et_al_2021,GCA_016703885.1,JADJBD010000038,[0:28352],TRUE,NRPS-like,JADJBD010000038.1.region001,Singleton,NRPS,6111,6111,6111
Singleton_et_al_2021,GCA_016703895.1,JADJBE010000001,[708124:761636],FALSE,NRPS,JADJBE010000001.1.region001,Singleton,NRPS,6112,6112,6112
Singleton_et_al_2021,GCA_016703895.1,JADJBE010000001,[790980:836707],FALSE,arylpolyene,JADJBE010000001.1.region002,Singleton,Other,6113,6113,6113
Singleton_et_al_2021,GCA_016703895.1,JADJBE010000002,[0:32411],TRUE,resorcinol,JADJBE010000002.1.region001,Singleton,Other,6114,6114,6114
Singleton_et_al_2021,GCA_016703895.1,JADJBE010000002,[143445:185443],FALSE,NRPS-like,JADJBE010000002.1.region002,Singleton,NRPS,6115,6115,5332
Singleton_et_al_2021,GCA_016703895.1,JADJBE010000026,[67950:78847],FALSE,RiPP-like,JADJBE010000026.1.region001,Singleton,RiPP,6116,6116,6116
Singleton_et_al_2021,GCA_016703895.1,JADJBE010000031,[0:6498],TRUE,acyl_amino_acids,JADJBE010000031.1.region001,Singleton,Other,6117,9372,9372
Singleton_et_al_2021,GCA_016703945.1,JADJBC010000005,[239436:305145],FALSE,NRPS,JADJBC010000005.1.region001,Singleton,NRPS,6104,6104,6104
Singleton_et_al_2021,GCA_016703945.1,JADJBC010000007,[255985:281803],FALSE,terpene,JADJBC010000007.1.region001,Singleton,Terpene,6105,6105,6105
Singleton_et_al_2021,GCA_016703945.1,JADJBC010000020,[108364:138081],TRUE,betalactone,JADJBC010000020.1.region001,Singleton,Other,6106,6094,5628
Singleton_et_al_2021,GCA_016703945.1,JADJBC010000041,[174044:185013],FALSE,RiPP-like,JADJBC010000041.1.region001,Singleton,RiPP,6107,5868,6629
Singleton_et_al_2021,GCA_016703965.1,JADJBB010000002,[193208:237660],FALSE,NRPS-like,JADJBB010000002.1.region001,Singleton,NRPS,6101,7511,11374
Singleton_et_al_2021,GCA_016703965.1,JADJBB010000025,[72480:115255],FALSE,NRPS-like,JADJBB010000025.1.region001,Singleton,NRPS,6102,6102,6102
Singleton_et_al_2021,GCA_016703965.1,JADJBB010000025,[154840:175725],FALSE,terpene,JADJBB010000025.1.region002,Singleton,Terpene,7512,7512,7512
Singleton_et_al_2021,GCA_016703985.1,JADJAZ010000002,[283563:294415],FALSE,RiPP-like,JADJAZ010000002.1.region001,Singleton,RiPP,7028,7028,7028
Singleton_et_al_2021,GCA_016703985.1,JADJAZ010000003,[624919:671169],FALSE,NRPS;NRPS-like,JADJAZ010000003.1.region001,Singleton,NRPS,7026,7026,7026
Singleton_et_al_2021,GCA_016703985.1,JADJAZ010000006,[134005:177842],FALSE,NRPS,JADJAZ010000006.1.region001,Singleton,NRPS,7027,7027,7027
Singleton_et_al_2021,GCA_016703985.1,JADJAZ010000006,[399750:421187],FALSE,ranthipeptide,JADJAZ010000006.1.region002,Singleton,RiPP,7029,7029,7029
Singleton_et_al_2021,GCA_016704005.1,JADJAY010000001,[226404:258460],FALSE,betalactone,JADJAY010000001.1.region001,Singleton,Other,6090,6090,6090
Singleton_et_al_2021,GCA_016704005.1,JADJAY010000001,[303110:326908],FALSE,lassopeptide;RRE-containing,JADJAY010000001.1.region002,Singleton,RiPP,6091,6091,6091
Singleton_et_al_2021,GCA_016704005.1,JADJAY010000001,[728609:751101],FALSE,terpene,JADJAY010000001.1.region003,Singleton,Terpene,7039,7039,7039
Singleton_et_al_2021,GCA_016704005.1,JADJAY010000011,[142393:190085],FALSE,T1PKS,JADJAY010000011.1.region001,Singleton,PKS,6093,6093,6093
Singleton_et_al_2021,GCA_016704005.1,JADJAY010000011,[446805:474093],FALSE,betalactone,JADJAY010000011.1.region002,Singleton,Other,6094,6094,6094
Singleton_et_al_2021,GCA_016704015.1,JADJBA010000009,[11179:22175],FALSE,RiPP-like,JADJBA010000009.1.region001,Singleton,RiPP,9334,9334,9334
Singleton_et_al_2021,GCA_016704015.1,JADJBA010000018,[640401:661247],FALSE,terpene,JADJBA010000018.1.region001,Singleton,Terpene,8057,8057,8057
Singleton_et_al_2021,GCA_016704045.1,JADJAX010000008,[292845:313682],FALSE,terpene,JADJAX010000008.1.region001,Singleton,Terpene,8758,8758,8758
Singleton_et_al_2021,GCA_016704045.1,JADJAX010000013,[543529:564687],FALSE,terpene,JADJAX010000013.1.region001,Singleton,Terpene,5817,5817,5817
Singleton_et_al_2021,GCA_016704065.1,JADJAW010000001,[382333:392717],FALSE,ectoine,JADJAW010000001.1.region001,Singleton,Other,6077,6077,6077
Singleton_et_al_2021,GCA_016704065.1,JADJAW010000011,[6754:17627],FALSE,RiPP-like,JADJAW010000011.1.region001,Singleton,RiPP,6078,6078,6078
Singleton_et_al_2021,GCA_016704065.1,JADJAW010000015,[21942:111965],FALSE,hglE-KS;T3PKS,JADJAW010000015.1.region001,Singleton,PKS,6079,6079,6079
Singleton_et_al_2021,GCA_016704065.1,JADJAW010000016,[91486:134660],FALSE,arylpolyene,JADJAW010000016.1.region001,Singleton,Other,6908,6908,6908
Singleton_et_al_2021,GCA_016704065.1,JADJAW010000018,[0:26103],TRUE,NRPS,JADJAW010000018.1.region001,Singleton,NRPS,6653,6653,6653
Singleton_et_al_2021,GCA_016704065.1,JADJAW010000024,[0:36162],TRUE,NRPS;NRPS-like;T1PKS,JADJAW010000024.1.region001,Singleton,NRPS-PKS,6082,6082,6082
Singleton_et_al_2021,GCA_016704065.1,JADJAW010000036,[53623:73917],FALSE,RRE-containing,JADJAW010000036.1.region001,Singleton,RiPP,8038,8038,6331
Singleton_et_al_2021,GCA_016704065.1,JADJAW010000037,[35254:70600],TRUE,arylpolyene,JADJAW010000037.1.region001,Singleton,Other,8031,8031,8031
Singleton_et_al_2021,GCA_016704065.1,JADJAW010000039,[7098:48169],FALSE,T3PKS,JADJAW010000039.1.region001,Singleton,PKS,6646,6646,6646
Singleton_et_al_2021,GCA_016704065.1,JADJAW010000072,[0:10225],TRUE,RiPP-like,JADJAW010000072.1.region001,Singleton,RiPP,6086,6086,6086
Singleton_et_al_2021,GCA_016704065.1,JADJAW010000088,[0:41848],TRUE,NRPS-like;T1PKS,JADJAW010000088.1.region001,Singleton,NRPS-PKS,6644,6644,6644
Singleton_et_al_2021,GCA_016704085.1,JADJAV010000004,[128933:149950],TRUE,lassopeptide,JADJAV010000004.1.region001,Singleton,RiPP,6073,9532,6073
Singleton_et_al_2021,GCA_016704085.1,JADJAV010000035,[24429:35374],FALSE,RiPP-like,JADJAV010000035.1.region001,Singleton,RiPP,6815,6629,6629
Singleton_et_al_2021,GCA_016704085.1,JADJAV010000037,[145194:166972],FALSE,terpene,JADJAV010000037.1.region001,Singleton,Terpene,6814,6628,6628
Singleton_et_al_2021,GCA_016704085.1,JADJAV010000042,[0:10629],TRUE,RRE-containing,JADJAV010000042.1.region001,Singleton,RiPP,6076,6076,6076
Singleton_et_al_2021,GCA_016704105.1,JADJAT010000001,[340310:382764],FALSE,NRPS-like,JADJAT010000001.1.region001,Singleton,NRPS,5815,5815,5815
Singleton_et_al_2021,GCA_016704105.1,JADJAT010000019,[232322:261843],FALSE,betalactone,JADJAT010000019.1.region001,Singleton,Other,6071,6071,6071
Singleton_et_al_2021,GCA_016704125.1,JADJAU010000002,[89088:99484],FALSE,ectoine,JADJAU010000002.1.region001,Singleton,Other,6072,6072,6072
Singleton_et_al_2021,GCA_016704145.1,JADJAS010000002,[31363:62727],FALSE,betalactone,JADJAS010000002.1.region001,Singleton,Other,8765,8765,8765
Singleton_et_al_2021,GCA_016704145.1,JADJAS010000002,[148846:198977],TRUE,acyl_amino_acids,JADJAS010000002.1.region002,Singleton,Other,5911,5911,5911
Singleton_et_al_2021,GCA_016704145.1,JADJAS010000003,[35267:56919],FALSE,terpene,JADJAS010000003.1.region001,Singleton,Terpene,100,9723,6137
Singleton_et_al_2021,GCA_016704145.1,JADJAS010000006,[25025:38649],FALSE,RiPP-like,JADJAS010000006.1.region001,Singleton,RiPP,8764,8764,6067
Singleton_et_al_2021,GCA_016704145.1,JADJAS010000007,[1165507:1206701],FALSE,arylpolyene,JADJAS010000007.1.region001,Singleton,Other,8763,8763,6068
Singleton_et_al_2021,GCA_016704145.1,JADJAS010000007,[1996630:2055658],TRUE,acyl_amino_acids;hserlactone,JADJAS010000007.1.region002,Singleton,Other,5912,5912,5912
Singleton_et_al_2021,GCA_016704165.1,JADJAR010000003,[1181913:1206309],FALSE,lanthipeptide-class-i,JADJAR010000003.1.region001,Singleton,RiPP,6062,6062,6062
Singleton_et_al_2021,GCA_016704165.1,JADJAR010000003,[1352811:1373654],FALSE,terpene,JADJAR010000003.1.region002,Singleton,Terpene,9146,9146,9146
Singleton_et_al_2021,GCA_016704175.1,JADJAQ010000003,[770702:791545],FALSE,terpene,JADJAQ010000003.1.region001,Singleton,Terpene,6431,6431,8829
Singleton_et_al_2021,GCA_016704175.1,JADJAQ010000007,[101475:151987],FALSE,NRPS;NRPS-like;T1PKS,JADJAQ010000007.1.region001,Singleton,NRPS-PKS,8828,8828,8828
Singleton_et_al_2021,GCA_016704195.1,JADJAP010000002,[37129:83508],FALSE,arylpolyene,JADJAP010000002.1.region001,Singleton,Other,6776,6776,9134
Singleton_et_al_2021,GCA_016704195.1,JADJAP010000008,[307563:353417],FALSE,arylpolyene;resorcinol,JADJAP010000008.1.region001,Singleton,Other,6775,6775,9131
Singleton_et_al_2021,GCA_016704195.1,JADJAP010000011,[87373:108216],FALSE,terpene,JADJAP010000011.1.region001,Singleton,Terpene,8247,8247,8247
Singleton_et_al_2021,GCA_016704195.1,JADJAP010000016,[126625:184940],TRUE,NRPS;T1PKS,JADJAP010000016.1.region001,Singleton,NRPS-PKS,6901,6901,9132
Singleton_et_al_2021,GCA_016704225.1,JADJAO010000002,[71927:92310],FALSE,terpene,JADJAO010000002.1.region001,Singleton,Terpene,7294,7294,7294
Singleton_et_al_2021,GCA_016704225.1,JADJAO010000002,[394777:415326],FALSE,terpene,JADJAO010000002.1.region002,Singleton,Terpene,6054,8026,8026
