study,genome_id,contig,complete,type,iterative,contig_edge,product,bgc_id,location_start,location_end,author
Sharrar_et_al_2020,ANG_387,ANG_387_406,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_406.region001,3364,4912,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_407,TRUE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_407.region001,1327,4993,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_407,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_407.region001,5209,5440,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_423,FALSE,nrps,FALSE,TRUE,NRPS,ANG_387_423.region001,1300,2221,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_423,TRUE,nrps,FALSE,TRUE,NRPS,ANG_387_423.region001,2284,6622,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_423,FALSE,unknown,FALSE,TRUE,NRPS,ANG_387_423.region001,6706,6910,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_432,FALSE,pks,FALSE,TRUE,NRPS-like,ANG_387_432.region001,354,2307,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_438,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_438.region001,1539,3507,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_445,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_445.region001,475,2185,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_445,FALSE,unknown,FALSE,TRUE,transAT-PKS-like,ANG_387_445.region001,2607,2790,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_445,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_445.region001,3015,4857,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_458,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_458.region001,22,1549,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_460,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_460.region001,2465,3221,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_471,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_471.region001,965,1736,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_471,FALSE,unknown,FALSE,TRUE,transAT-PKS-like,ANG_387_471.region001,2412,2805,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_476,FALSE,unknown,FALSE,TRUE,transAT-PKS-like,ANG_387_476.region001,960,2094,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_476,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_476.region001,2877,3942,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_476,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_476.region001,3982,5452,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_484,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_484.region001,2514,4620,Sharrar
Sharrar_et_al_2020,ANG_387,ANG_387_487,FALSE,pks,FALSE,TRUE,transAT-PKS-like,ANG_387_487.region001,2004,2844,Sharrar
Sharrar_et_al_2020,ANG_394,ANG_394_70,TRUE,nrps,FALSE,TRUE,NRPS,ANG_394_70.region001,7542,10632,Sharrar
Sharrar_et_al_2020,ANG_398,ANG_398_31,TRUE,nrps,FALSE,TRUE,NRPS,ANG_398_31.region001,9554,12665,Sharrar
Sharrar_et_al_2020,ANG_398,ANG_398_31,TRUE,nrps,FALSE,TRUE,NRPS,ANG_398_31.region001,12716,15341,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_6,TRUE,pks,FALSE,TRUE,T1PKS,ANG_4_6.region001,7881,12402,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_6,FALSE,pks,FALSE,TRUE,T1PKS,ANG_4_6.region001,12459,16413,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_6,TRUE,pks,FALSE,TRUE,T1PKS,ANG_4_6.region001,16872,21864,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_6,TRUE,pks,FALSE,TRUE,T1PKS,ANG_4_6.region001,21921,26370,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_17,FALSE,pks,FALSE,TRUE,NRPS-like,ANG_4_17.region001,12012,12735,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_80,FALSE,unknown,FALSE,TRUE,NRPS-like,ANG_4_80.region001,4111,4762,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_80,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_4_80.region001,4845,6483,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_139,FALSE,unknown,FALSE,TRUE,T1PKS,ANG_4_139.region001,34,145,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_139,FALSE,unknown,FALSE,TRUE,T1PKS,ANG_4_139.region001,11487,12258,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_160,FALSE,unknown,FALSE,TRUE,NRPS,ANG_4_160.region001,2606,3278,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_160,TRUE,nrps,FALSE,TRUE,NRPS,ANG_4_160.region001,5470,8236,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_193,TRUE,nrps,FALSE,TRUE,NRPS,ANG_4_193.region001,9335,12428,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_193,TRUE,nrps,FALSE,TRUE,NRPS,ANG_4_193.region001,12476,15620,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_193,TRUE,nrps,FALSE,TRUE,NRPS,ANG_4_193.region001,15671,19676,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_205,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_4_205.region001,12709,15373,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_222,TRUE,pks,FALSE,TRUE,T1PKS,ANG_4_222.region001,11234,17234,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_222,FALSE,pks,FALSE,TRUE,T1PKS,ANG_4_222.region001,17572,18382,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_222,TRUE,pks,FALSE,TRUE,T1PKS,ANG_4_222.region001,18999,22275,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_222,FALSE,unknown,FALSE,TRUE,T1PKS,ANG_4_222.region001,22355,23030,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_247,FALSE,unknown,FALSE,TRUE,NRPS-like,ANG_4_247.region001,4248,4569,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_247,FALSE,pks,FALSE,TRUE,NRPS-like,ANG_4_247.region001,5208,5931,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_247,FALSE,unknown,FALSE,TRUE,NRPS-like,ANG_4_247.region001,6853,7057,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_255,FALSE,unknown,FALSE,TRUE,NRPS PKS-like,ANG_4_255.region001,66127,66316,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_255,FALSE,nrps,FALSE,TRUE,NRPS PKS-like,ANG_4_255.region001,74332,77869,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_255,FALSE,nrps,FALSE,TRUE,NRPS PKS-like,ANG_4_255.region001,77929,80131,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_255,FALSE,nrps,FALSE,TRUE,NRPS PKS-like,ANG_4_255.region001,80876,81773,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_255,FALSE,unknown,FALSE,TRUE,NRPS PKS-like,ANG_4_255.region001,81857,82058,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_257,FALSE,pks,FALSE,TRUE,T1PKS,ANG_4_257.region001,6982,11809,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_281,FALSE,unknown,FALSE,TRUE,indole NRPS,ANG_4_281.region001,29749,29947,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_281,TRUE,nrps,FALSE,TRUE,indole NRPS,ANG_4_281.region001,30225,33372,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_281,FALSE,nrps,FALSE,TRUE,indole NRPS,ANG_4_281.region001,33497,34619,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_283,TRUE,nrps,FALSE,TRUE,NRPS,ANG_4_283.region001,35042,38186,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_283,TRUE,nrps,FALSE,TRUE,NRPS,ANG_4_283.region001,38234,41312,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_283,TRUE,nrps,FALSE,TRUE,NRPS,ANG_4_283.region001,41366,42908,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_284,FALSE,unknown,FALSE,TRUE,other,ANG_4_284.region001,18495,18705,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_284,FALSE,nrps,FALSE,TRUE,other,ANG_4_284.region001,19064,20255,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_328,TRUE,nrps,FALSE,TRUE,NRPS,ANG_4_328.region001,881,2627,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_333,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_4_333.region001,1689,4026,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_356,FALSE,unknown,FALSE,TRUE,PKS-like,ANG_4_356.region001,10241,10433,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_386,FALSE,unknown,FALSE,TRUE,NRPS,ANG_4_386.region001,514,1567,Sharrar
Sharrar_et_al_2020,ANG_4,ANG_4_386,FALSE,nrps,FALSE,TRUE,NRPS,ANG_4_386.region001,2062,2965,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_26,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_40_26.region001,17459,19418,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_50,FALSE,pks,FALSE,TRUE,ranthipeptide,ANG_40_50.region001,17720,18662,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_127,TRUE,nrps,FALSE,TRUE,NRPS,ANG_40_127.region001,67953,71766,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_127,TRUE,nrps,FALSE,TRUE,NRPS,ANG_40_127.region001,72744,75879,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_127,TRUE,nrps,FALSE,TRUE,NRPS,ANG_40_127.region001,77820,79533,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_127,FALSE,nrps,FALSE,TRUE,NRPS,ANG_40_127.region001,81011,81548,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_127,TRUE,nrps,FALSE,TRUE,NRPS,ANG_40_127.region001,81968,85106,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_127,TRUE,nrps,FALSE,TRUE,NRPS,ANG_40_127.region001,85247,88376,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_129,FALSE,nrps,FALSE,TRUE,NRPS-like,ANG_40_129.region001,35233,36490,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_129,FALSE,unknown,FALSE,TRUE,NRPS-like,ANG_40_129.region001,36912,37125,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_129,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_40_129.region001,38877,40596,Sharrar
Sharrar_et_al_2020,ANG_40,ANG_40_129,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_40_129.region001,40811,43259,Sharrar
Sharrar_et_al_2020,ANG_400,ANG_400_127,FALSE,unknown,FALSE,TRUE,NRPS,ANG_400_127.region001,12394,12781,Sharrar
Sharrar_et_al_2020,ANG_400,ANG_400_127,TRUE,nrps,FALSE,TRUE,NRPS,ANG_400_127.region001,13074,16173,Sharrar
Sharrar_et_al_2020,ANG_400,ANG_400_127,TRUE,nrps,FALSE,TRUE,NRPS,ANG_400_127.region001,16230,18846,Sharrar
Sharrar_et_al_2020,ANG_405,ANG_405_133,FALSE,unknown,FALSE,TRUE,NRPS,ANG_405_133.region001,10429,10819,Sharrar
Sharrar_et_al_2020,ANG_405,ANG_405_133,TRUE,nrps,FALSE,TRUE,NRPS,ANG_405_133.region001,11109,14220,Sharrar
Sharrar_et_al_2020,ANG_405,ANG_405_133,TRUE,nrps,FALSE,TRUE,NRPS,ANG_405_133.region001,14271,16896,Sharrar
Sharrar_et_al_2020,ANG_405,ANG_405_133,FALSE,nrps,FALSE,TRUE,NRPS,ANG_405_133.region001,30835,31978,Sharrar
Sharrar_et_al_2020,ANG_406,ANG_406_160,FALSE,unknown,FALSE,TRUE,NRPS,ANG_406_160.region001,13098,13548,Sharrar
Sharrar_et_al_2020,ANG_406,ANG_406_160,TRUE,nrps,FALSE,TRUE,NRPS,ANG_406_160.region001,13841,16949,Sharrar
Sharrar_et_al_2020,ANG_406,ANG_406_160,TRUE,nrps,FALSE,TRUE,NRPS,ANG_406_160.region001,17003,19631,Sharrar
Sharrar_et_al_2020,ANG_406,ANG_406_160,FALSE,nrps,FALSE,TRUE,NRPS,ANG_406_160.region001,33122,33767,Sharrar
Sharrar_et_al_2020,ANG_408,ANG_408_94,TRUE,nrps,FALSE,TRUE,NRPS,ANG_408_94.region001,1228,3439,Sharrar
Sharrar_et_al_2020,ANG_408,ANG_408_94,TRUE,nrps,FALSE,TRUE,NRPS,ANG_408_94.region001,3499,6601,Sharrar
Sharrar_et_al_2020,ANG_408,ANG_408_94,FALSE,unknown,FALSE,TRUE,NRPS,ANG_408_94.region001,6894,7284,Sharrar
Sharrar_et_al_2020,ANG_409,ANG_409_3,FALSE,unknown,FALSE,TRUE,NRPS,ANG_409_3.region001,1523,2075,Sharrar
Sharrar_et_al_2020,ANG_409,ANG_409_3,TRUE,nrps,FALSE,TRUE,NRPS,ANG_409_3.region001,2368,5470,Sharrar
Sharrar_et_al_2020,ANG_409,ANG_409_3,FALSE,unknown,FALSE,TRUE,NRPS,ANG_409_3.region001,5530,5731,Sharrar
Sharrar_et_al_2020,ANG_411,ANG_411_168,FALSE,nrps,FALSE,TRUE,betalactone,ANG_411_168.region001,5840,6995,Sharrar
Sharrar_et_al_2020,ANG_411,ANG_411_211,FALSE,unknown,FALSE,TRUE,arylpolyene,ANG_411_211.region001,2420,2639,Sharrar
Sharrar_et_al_2020,ANG_411,ANG_411_211,FALSE,pks,TRUE,TRUE,arylpolyene,ANG_411_211.region001,3294,4284,Sharrar
Sharrar_et_al_2020,ANG_414,ANG_414_100,FALSE,unknown,FALSE,TRUE,NRPS,ANG_414_100.region001,1051,1252,Sharrar
Sharrar_et_al_2020,ANG_414,ANG_414_100,FALSE,nrps,FALSE,TRUE,NRPS,ANG_414_100.region001,1521,2403,Sharrar
Sharrar_et_al_2020,ANG_414,ANG_414_100,FALSE,unknown,FALSE,TRUE,NRPS,ANG_414_100.region001,4385,5417,Sharrar
Sharrar_et_al_2020,ANG_419,ANG_419_155,FALSE,pks,FALSE,FALSE,terpene,ANG_419_155.region001,59164,59641,Sharrar
Sharrar_et_al_2020,ANG_419,ANG_419_182,FALSE,pks,FALSE,FALSE,T3PKS,ANG_419_182.region001,37599,38085,Sharrar
Sharrar_et_al_2020,ANG_419,ANG_419_182,FALSE,pks,FALSE,FALSE,T3PKS,ANG_419_182.region001,54513,55302,Sharrar
Sharrar_et_al_2020,ANG_419,ANG_419_188,FALSE,pks,FALSE,FALSE,terpene,ANG_419_188.region001,18158,18665,Sharrar
Sharrar_et_al_2020,ANG_420,ANG_420_30,FALSE,pks,FALSE,FALSE,terpene,ANG_420_30.region001,19352,19850,Sharrar
Sharrar_et_al_2020,ANG_420,ANG_420_30,FALSE,pks,FALSE,FALSE,terpene,ANG_420_30.region001,36886,37381,Sharrar
Sharrar_et_al_2020,ANG_420,ANG_420_186,FALSE,pks,FALSE,FALSE,terpene,ANG_420_186.region001,25245,25710,Sharrar
Sharrar_et_al_2020,ANG_421,ANG_421_3,FALSE,pks,FALSE,FALSE,NRPS-like,ANG_421_3.region001,39374,39821,Sharrar
Sharrar_et_al_2020,ANG_421,ANG_421_3,FALSE,unknown,FALSE,FALSE,NRPS-like,ANG_421_3.region001,49690,49894,Sharrar
Sharrar_et_al_2020,ANG_421,ANG_421_3,FALSE,unknown,FALSE,FALSE,NRPS-like,ANG_421_3.region001,57354,59262,Sharrar
Sharrar_et_al_2020,ANG_421,ANG_421_4,TRUE,nrps,FALSE,FALSE,NRPS-like,ANG_421_4.region001,55710,57639,Sharrar
Sharrar_et_al_2020,ANG_421,ANG_421_5,FALSE,pks,FALSE,TRUE,T3PKS,ANG_421_5.region001,87275,87761,Sharrar
Sharrar_et_al_2020,ANG_421,ANG_421_6,TRUE,nrps,FALSE,FALSE,NRPS-like,ANG_421_6.region001,47420,49307,Sharrar
Sharrar_et_al_2020,ANG_421,ANG_421_214,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_421_214.region001,11139,13074,Sharrar
Sharrar_et_al_2020,ANG_421,ANG_421_224,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_421_224.region001,13052,14789,Sharrar
Sharrar_et_al_2020,ANG_427,ANG_427_51,FALSE,pks,FALSE,TRUE,indole,ANG_427_51.region001,10872,11187,Sharrar
Sharrar_et_al_2020,ANG_427,ANG_427_71,FALSE,pks,FALSE,FALSE,terpene,ANG_427_71.region002,63230,63695,Sharrar
Sharrar_et_al_2020,ANG_427,ANG_427_90,FALSE,pks,FALSE,FALSE,terpene,ANG_427_90.region001,43396,43894,Sharrar
Sharrar_et_al_2020,ANG_427,ANG_427_90,FALSE,pks,FALSE,FALSE,terpene,ANG_427_90.region001,60817,61312,Sharrar
Sharrar_et_al_2020,ANG_427,ANG_427_101,FALSE,pks,FALSE,TRUE,T3PKS,ANG_427_101.region001,15358,15847,Sharrar
Sharrar_et_al_2020,ANG_435,ANG_435_3,FALSE,pks,FALSE,TRUE,phosphonate,ANG_435_3.region001,36536,36881,Sharrar
Sharrar_et_al_2020,ANG_435,ANG_435_3,FALSE,pks,FALSE,TRUE,phosphonate,ANG_435_3.region001,37333,38311,Sharrar
Sharrar_et_al_2020,ANG_435,ANG_435_16,FALSE,nrps,FALSE,FALSE,terpene,ANG_435_16.region001,57122,58394,Sharrar
Sharrar_et_al_2020,ANG_436,ANG_436_89,FALSE,unknown,FALSE,FALSE,RRE-containing,ANG_436_89.region001,52572,52905,Sharrar
Sharrar_et_al_2020,ANG_436,ANG_436_92,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_436_92.region001,8725,10498,Sharrar
Sharrar_et_al_2020,ANG_436,ANG_436_92,FALSE,nrps,FALSE,TRUE,NRPS-like,ANG_436_92.region001,20449,21649,Sharrar
Sharrar_et_al_2020,ANG_436,ANG_436_94,FALSE,pks,FALSE,FALSE,terpene,ANG_436_94.region001,36498,37242,Sharrar
Sharrar_et_al_2020,ANG_437,ANG_437_62,FALSE,pks,FALSE,FALSE,ranthipeptide,ANG_437_62.region001,189728,190184,Sharrar
Sharrar_et_al_2020,ANG_437,ANG_437_62,FALSE,pks,FALSE,FALSE,ranthipeptide,ANG_437_62.region001,190628,191087,Sharrar
Sharrar_et_al_2020,ANG_437,ANG_437_74,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_437_74.region001,11072,13049,Sharrar
Sharrar_et_al_2020,ANG_442,ANG_442_104,FALSE,pks,FALSE,FALSE,terpene,ANG_442_104.region001,64161,64914,Sharrar
Sharrar_et_al_2020,ANG_442,ANG_442_107,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_442_107.region001,14156,16013,Sharrar
Sharrar_et_al_2020,ANG_457,ANG_457_33,FALSE,pks,FALSE,FALSE,phenazine,ANG_457_33.region001,16276,16780,Sharrar
Sharrar_et_al_2020,ANG_457,ANG_457_33,FALSE,pks,FALSE,FALSE,phenazine,ANG_457_33.region001,17357,17651,Sharrar
Sharrar_et_al_2020,ANG_457,ANG_457_54,FALSE,unknown,FALSE,FALSE,terpene,ANG_457_54.region001,13438,13642,Sharrar
Sharrar_et_al_2020,ANG_457,ANG_457_59,FALSE,pks,FALSE,FALSE,RiPP-like,ANG_457_59.region001,11256,11736,Sharrar
Sharrar_et_al_2020,ANG_459,ANG_459_56,FALSE,unknown,FALSE,FALSE,terpene,ANG_459_56.region001,41840,42353,Sharrar
Sharrar_et_al_2020,ANG_459,ANG_459_56,FALSE,pks,FALSE,FALSE,terpene,ANG_459_56.region001,43855,44599,Sharrar
Sharrar_et_al_2020,ANG_459,ANG_459_60,FALSE,unknown,FALSE,FALSE,NRPS-like,ANG_459_60.region001,30151,30307,Sharrar
Sharrar_et_al_2020,ANG_459,ANG_459_60,FALSE,unknown,FALSE,FALSE,NRPS-like,ANG_459_60.region001,30526,31912,Sharrar
Sharrar_et_al_2020,ANG_459,ANG_459_92,FALSE,nrps,FALSE,TRUE,NRPS-like,ANG_459_92.region001,54666,55866,Sharrar
Sharrar_et_al_2020,ANG_459,ANG_459_92,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_459_92.region001,63720,65514,Sharrar
Sharrar_et_al_2020,ANG_46,ANG_46_49,FALSE,pks,FALSE,TRUE,lanthipeptide-class-iii,ANG_46_49.region001,20511,21078,Sharrar
Sharrar_et_al_2020,ANG_46,ANG_46_66,FALSE,unknown,FALSE,TRUE,NRPS,ANG_46_66.region001,622,826,Sharrar
Sharrar_et_al_2020,ANG_46,ANG_46_66,TRUE,nrps,FALSE,TRUE,NRPS,ANG_46_66.region001,880,5278,Sharrar
Sharrar_et_al_2020,ANG_46,ANG_46_130,FALSE,nrps,FALSE,TRUE,LAP,ANG_46_130.region001,28073,28799,Sharrar
Sharrar_et_al_2020,ANG_46,ANG_46_132,TRUE,nrps,FALSE,TRUE,NRPS,ANG_46_132.region001,9882,13017,Sharrar
Sharrar_et_al_2020,ANG_461,ANG_461_136,FALSE,unknown,FALSE,FALSE,T3PKS,ANG_461_136.region001,44441,44735,Sharrar
Sharrar_et_al_2020,ANG_461,ANG_461_136,FALSE,pks,FALSE,FALSE,T3PKS,ANG_461_136.region001,53641,53989,Sharrar
Sharrar_et_al_2020,ANG_461,ANG_461_161,FALSE,nrps,FALSE,TRUE,betalactone,ANG_461_161.region001,22886,24197,Sharrar
Sharrar_et_al_2020,ANG_461,ANG_461_176,FALSE,nrps,FALSE,TRUE,NRPS-like,ANG_461_176.region001,19463,20687,Sharrar
Sharrar_et_al_2020,ANG_463,ANG_463_214,FALSE,pks,FALSE,FALSE,terpene,ANG_463_214.region001,25348,26092,Sharrar
Sharrar_et_al_2020,ANG_463,ANG_463_219,FALSE,nrps,FALSE,FALSE,betalactone,ANG_463_219.region001,37706,39008,Sharrar
Sharrar_et_al_2020,ANG_463,ANG_463_219,FALSE,unknown,FALSE,FALSE,betalactone,ANG_463_219.region001,43505,43706,Sharrar
Sharrar_et_al_2020,ANG_463,ANG_463_219,FALSE,nrps,FALSE,FALSE,betalactone,ANG_463_219.region001,44251,45571,Sharrar
Sharrar_et_al_2020,ANG_463,ANG_463_222,FALSE,unknown,FALSE,FALSE,NRPS-like,ANG_463_222.region001,69224,69428,Sharrar
Sharrar_et_al_2020,ANG_463,ANG_463_222,FALSE,unknown,FALSE,FALSE,NRPS-like,ANG_463_222.region001,69647,71024,Sharrar
Sharrar_et_al_2020,ANG_465,ANG_465_13,FALSE,pks,FALSE,TRUE,T3PKS,ANG_465_13.region001,1793,2141,Sharrar
Sharrar_et_al_2020,ANG_465,ANG_465_65,FALSE,unknown,FALSE,TRUE,NRPS-like,ANG_465_65.region001,14677,14893,Sharrar
Sharrar_et_al_2020,ANG_465,ANG_465_65,FALSE,unknown,FALSE,TRUE,NRPS-like,ANG_465_65.region001,15112,16495,Sharrar
Sharrar_et_al_2020,ANG_465,ANG_465_247,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_465_247.region001,8307,10110,Sharrar
Sharrar_et_al_2020,ANG_465,ANG_465_247,FALSE,nrps,FALSE,TRUE,NRPS-like,ANG_465_247.region001,15725,16925,Sharrar
Sharrar_et_al_2020,ANG_466,ANG_466_13,FALSE,pks,FALSE,TRUE,T3PKS,ANG_466_13.region001,12714,13635,Sharrar
Sharrar_et_al_2020,ANG_466,ANG_466_71,TRUE,nrps,FALSE,TRUE,NRPS-like,ANG_466_71.region001,35099,37079,Sharrar
Sharrar_et_al_2020,ANG_467,ANG_467_59,TRUE,nrps,FALSE,FALSE,NRPS-like,ANG_467_59.region001,35509,37234,Sharrar
Sharrar_et_al_2020,ANG_468,ANG_468_62,FALSE,pks,FALSE,TRUE,T3PKS,ANG_468_62.region001,11747,12098,Sharrar
Sharrar_et_al_2020,ANG_468,ANG_468_69,FALSE,pks,FALSE,FALSE,NRPS-like,ANG_468_69.region001,49459,49990,Sharrar
Sharrar_et_al_2020,ANG_468,ANG_468_69,FALSE,pks,FALSE,FALSE,NRPS-like,ANG_468_69.region001,51728,52004,Sharrar
Sharrar_et_al_2020,ANG_468,ANG_468_69,FALSE,unknown,FALSE,FALSE,NRPS-like,ANG_468_69.region001,58155,58290,Sharrar
Sharrar_et_al_2020,ANG_468,ANG_468_69,FALSE,unknown,FALSE,FALSE,NRPS-like,ANG_468_69.region001,58503,59886,Sharrar
Sharrar_et_al_2020,ANG_468,ANG_468_81,FALSE,pks,FALSE,FALSE,terpene,ANG_468_81.region001,30977,31721,Sharrar
Sharrar_et_al_2020,ANG_468,ANG_468_102,FALSE,unknown,FALSE,TRUE,RRE-containing,ANG_468_102.region001,16683,17034,Sharrar
Sharrar_et_al_2020,ANG_474,ANG_474_64,FALSE,unknown,FALSE,FALSE,other,ANG_474_64.region001,122014,122308,Sharrar
Sharrar_et_al_2020,ANG_48,ANG_48_77,FALSE,pks,FALSE,FALSE,terpene,ANG_48_77.region001,14959,15421,Sharrar
Sharrar_et_al_2020,ANG_48,ANG_48_99,TRUE,nrps,FALSE,TRUE,NRPS,ANG_48_99.region001,9686,12836,Sharrar
Sharrar_et_al_2020,ANG_48,ANG_48_99,TRUE,nrps,FALSE,TRUE,NRPS,ANG_48_99.region001,13370,16004,Sharrar
Sharrar_et_al_2020,ANG_48,ANG_48_99,FALSE,nrps,FALSE,TRUE,NRPS,ANG_48_99.region001,16600,16927,Sharrar
Sharrar_et_al_2020,ANG_48,ANG_48_99,TRUE,nrps,FALSE,TRUE,NRPS,ANG_48_99.region001,17418,19221,Sharrar
Sharrar_et_al_2020,ANG_48,ANG_48_130,FALSE,pks,FALSE,TRUE,LAP NRPS-like RRE-containing T1PKS thiopeptide,ANG_48_130.region001,17855,18467,Sharrar
Sharrar_et_al_2020,ANG_48,ANG_48_130,TRUE,nrps,FALSE,TRUE,LAP NRPS-like RRE-containing T1PKS thiopeptide,ANG_48_130.region001,19196,22202,Sharrar
Sharrar_et_al_2020,ANG_48,ANG_48_130,FALSE,unknown,FALSE,TRUE,LAP NRPS-like RRE-containing T1PKS thiopeptide,ANG_48_130.region001,22403,23162,Sharrar
Sharrar_et_al_2020,ANG_48,ANG_48_130,FALSE,unknown,FALSE,TRUE,LAP NRPS-like RRE-containing T1PKS thiopeptide,ANG_48_130.region001,23379,23586,Sharrar
Sharrar_et_al_2020,ANG_48,ANG_48_137,FALSE,unknown,FALSE,TRUE,NRPS-like,ANG_48_137.region001,2604,4482,Sharrar
Sharrar_et_al_2020,ANG_48,ANG_48_189,FALSE,unknown,FALSE,TRUE,T3PKS,ANG_48_189.region001,12668,12983,Sharrar
Sharrar_et_al_2020,ANG_481,ANG_481_360,FALSE,nrps,FALSE,TRUE,NRPS-like,ANG_481_360.region001,10251,11316,Sharrar
Sharrar_et_al_2020,ANG_482,ANG_482_331,FALSE,pks,FALSE,TRUE,betalactone,ANG_482_331.region001,11559,12102,Sharrar
