genome_id,bgc_id,contig,contig_edge,start,end,product,class,GCF_c0.3,GCF_c0.4,GCF_c0.5
GCA_016712635.1,JADJQS010000001.1.region001,JADJQS010000001,FALSE,40323,60584,RRE-containing,RiPPs,4026,4026,4026
GCA_016712635.1,JADJQS010000001.1.region002,JADJQS010000001,FALSE,543442,554294,RiPP-like,RiPPs,4027,4027,4027
GCA_016712635.1,JADJQS010000005.1.region001,JADJQS010000005,TRUE,0,16050,RRE-containing,RiPPs,4028,4028,4028
GCA_016712635.1,JADJQS010000006.1.region001,JADJQS010000006,FALSE,489097,511049,terpene,Terpene,4660,4660,4660
GCA_016712665.1,JADJQP010000002.1.region001,JADJQP010000002,TRUE,0,24362,T3PKS,PKSother,4006,3499,3101
GCA_016712665.1,JADJQP010000002.1.region002,JADJQP010000002,FALSE,161005,202145,resorcinol,Others,3493,3493,3493
GCA_016712665.1,JADJQP010000002.1.region003,JADJQP010000002,FALSE,306019,346384,arylpolyene,Others,4008,4008,4008
GCA_016712665.1,JADJQP010000002.1.region004,JADJQP010000002,FALSE,348689,389817,arylpolyene,Others,4009,4009,4009
GCA_016712665.1,JADJQP010000005.1.region001,JADJQP010000005,FALSE,190561,211398,terpene,Terpene,4010,4010,4010
GCA_016712665.1,JADJQP010000008.1.region001,JADJQP010000008,FALSE,43066,84281,arylpolyene,Others,5360,5360,4011
GCA_016712665.1,JADJQP010000010.1.region001,JADJQP010000010,FALSE,2956,44165,arylpolyene,Others,3496,3496,4012
GCA_016712675.1,JADJQR010000001.1.region001,JADJQR010000001,FALSE,831688,850315,RRE-containing,RiPPs,2974,2974,2974
GCA_016712675.1,JADJQR010000001.1.region002,JADJQR010000001,FALSE,4220804,4261857,T3PKS,PKSother,4023,4023,4023
GCA_016712675.1,JADJQR010000001.1.region003,JADJQR010000001,FALSE,4558688,4580617,lanthipeptide-class-i,RiPPs,4024,4024,4024
GCA_016712675.1,JADJQR010000001.1.region004,JADJQR010000001,FALSE,4609939,4634470,lanthipeptide-class-i,RiPPs,4025,4025,4025
GCA_016712705.1,JADJQO010000006.1.region001,JADJQO010000006,FALSE,738297,759136,terpene,Terpene,4917,4917,4917
GCA_016712715.1,JADJQM010000001.1.region001,JADJQM010000001,FALSE,72609,99381,RiPP-like;terpene,Others,3991,3991,3991
GCA_016712715.1,JADJQM010000001.1.region002,JADJQM010000001,FALSE,301725,322860,terpene,Terpene,3992,3992,3992
GCA_016712715.1,JADJQM010000001.1.region003,JADJQM010000001,FALSE,844514,900819,arylpolyene;terpene,Others,3993,3993,3993
GCA_016712715.1,JADJQM010000001.1.region004,JADJQM010000001,FALSE,1514128,1537913,betalactone,Others,3994,3994,3994
GCA_016712715.1,JADJQM010000001.1.region005,JADJQM010000001,FALSE,1560485,1582418,thioamitides,Others,3995,3995,3995
GCA_016712715.1,JADJQM010000003.1.region001,JADJQM010000003,FALSE,130347,171451,T3PKS,PKSother,3996,3996,3996
GCA_016712715.1,JADJQM010000003.1.region002,JADJQM010000003,FALSE,510266,521130,RiPP-like,RiPPs,3997,3997,3997
GCA_016712725.1,JADJQK010000001.1.region001,JADJQK010000001,FALSE,1001269,1024365,terpene,Terpene,6143,6143,6143
GCA_016712725.1,JADJQK010000006.1.region001,JADJQK010000006,FALSE,111636,131879,RRE-containing,RiPPs,5140,5140,5140
GCA_016712745.1,JADJQN010000001.1.region001,JADJQN010000001,FALSE,64709,105834,arylpolyene,Others,3998,3998,3998
GCA_016712745.1,JADJQN010000001.1.region002,JADJQN010000001,FALSE,1495471,1506320,RiPP-like,RiPPs,3999,3999,3999
GCA_016712745.1,JADJQN010000001.1.region003,JADJQN010000001,FALSE,1873877,1895211,ranthipeptide,RiPPs,4000,4000,4000
GCA_016712745.1,JADJQN010000003.1.region001,JADJQN010000003,FALSE,790632,834574,NRPS,NRPS,4001,4001,4001
GCA_016712745.1,JADJQN010000003.1.region002,JADJQN010000003,FALSE,1245089,1270453,terpene,Terpene,4002,4002,4002
GCA_016712745.1,JADJQN010000004.1.region001,JADJQN010000004,FALSE,37628,78873,ladderane,Others,4003,4003,4003
GCA_016712745.1,JADJQN010000015.1.region001,JADJQN010000015,FALSE,14898,25729,RiPP-like,RiPPs,4004,4004,4004
GCA_016712785.1,JADJQL010000004.1.region001,JADJQL010000004,FALSE,188804,199653,RiPP-like,RiPPs,3987,3987,3987
GCA_016712785.1,JADJQL010000024.1.region001,JADJQL010000024,FALSE,50631,71537,terpene,Terpene,5238,5238,5238
GCA_016712785.1,JADJQL010000025.1.region001,JADJQL010000025,FALSE,77506,98016,RRE-containing,RiPPs,5239,5239,5239
GCA_016712785.1,JADJQL010000041.1.region001,JADJQL010000041,TRUE,0,21930,NRPS-like,NRPS,3990,5236,5236
GCA_016712795.1,JADJQI010000001.1.region001,JADJQI010000001,FALSE,553218,573300,RiPP-like,RiPPs,3981,3981,3981
GCA_016712795.1,JADJQI010000002.1.region001,JADJQI010000002,FALSE,49214,72428,RaS-RiPP,RiPPs,3982,3982,3982
GCA_016712795.1,JADJQI010000200.1.region001,JADJQI010000200,FALSE,128403,169579,T3PKS,PKSother,3983,3983,3983
GCA_016712825.1,JADJQG010000001.1.region001,JADJQG010000001,FALSE,505915,534757,betalactone,Others,3976,3976,3976
GCA_016712825.1,JADJQG010000008.1.region001,JADJQG010000008,FALSE,1917,22256,RRE-containing,RiPPs,3977,3977,3977
GCA_016712845.1,JADJQJ010000001.1.region001,JADJQJ010000001,FALSE,1612020,1718336,acyl_amino_acids;terpene,Others,5945,5945,5945
GCA_016712865.1,JADJQH010000004.1.region001,JADJQH010000004,FALSE,87443,128640,arylpolyene,Others,3978,3978,6108
GCA_016712865.1,JADJQH010000008.1.region001,JADJQH010000008,FALSE,114727,166921,NRPS;T1PKS,PKS-NRP_Hybrids,3979,3979,3979
GCA_016712865.1,JADJQH010000008.1.region002,JADJQH010000008,FALSE,672191,683088,RiPP-like,RiPPs,5979,5979,5979
GCA_016712885.1,JADJQF010000002.1.region001,JADJQF010000002,FALSE,211933,232887,terpene,Terpene,3974,4652,4652
GCA_016712885.1,JADJQF010000011.1.region001,JADJQF010000011,FALSE,156293,208734,hglE-KS;PUFA;T1PKS,Others,3975,3975,3975
GCA_016712905.1,JADJQE010000004.1.region001,JADJQE010000004,FALSE,827332,837731,ectoine,Others,3972,5215,5215
GCA_016712905.1,JADJQE010000016.1.region001,JADJQE010000016,FALSE,92837,103692,RiPP-like,RiPPs,5214,5214,5214
GCA_016712915.1,JADJQB010000001.1.region001,JADJQB010000001,FALSE,469151,490910,terpene,Terpene,3223,3953,6120
GCA_016712915.1,JADJQB010000008.1.region001,JADJQB010000008,FALSE,109206,120172,RiPP-like,RiPPs,3545,3545,3545
GCA_016712915.1,JADJQB010000018.1.region001,JADJQB010000018,FALSE,365203,408784,arylpolyene,Others,3955,3955,3044
GCA_016712915.1,JADJQB010000018.1.region002,JADJQB010000018,FALSE,440361,483268,NRPS-like,NRPS,3548,3548,3548
GCA_016712915.1,JADJQB010000020.1.region001,JADJQB010000020,FALSE,321428,354101,betalactone,Others,2079,2079,2079
GCA_016712915.1,JADJQB010000020.1.region002,JADJQB010000020,FALSE,436624,482711,hglE-KS,PKSother,3546,3546,3546
GCA_016712915.1,JADJQB010000024.1.region001,JADJQB010000024,FALSE,56051,77170,terpene,Terpene,3549,3549,3549
GCA_016712915.1,JADJQB010000028.1.region001,JADJQB010000028,TRUE,34594,62941,NRPS-like,NRPS,3960,3960,3960
GCA_016712925.1,JADJQD010000006.1.region001,JADJQD010000006,FALSE,326956,347667,terpene,Terpene,5844,2994,2994
GCA_016712925.1,JADJQD010000012.1.region001,JADJQD010000012,FALSE,174177,194786,terpene,Terpene,5564,5564,5564
GCA_016712935.1,JADJQC010000026.1.region001,JADJQC010000026,FALSE,328807,373577,T1PKS,PKSI,4265,4265,4265
GCA_016712935.1,JADJQC010000026.1.region002,JADJQC010000026,TRUE,621839,631452,RiPP-like,RiPPs,5278,5278,5278
GCA_016712935.1,JADJQC010000028.1.region001,JADJQC010000028,FALSE,84969,95809,RiPP-like,RiPPs,3782,3963,3963
GCA_016712935.1,JADJQC010000030.1.region001,JADJQC010000030,FALSE,15254,76571,acyl_amino_acids,Others,3964,3964,3964
GCA_016712935.1,JADJQC010000031.1.region001,JADJQC010000031,FALSE,7536,84503,transAT-PKS,PKSother,5277,5277,5277
GCA_016712935.1,JADJQC010000034.1.region001,JADJQC010000034,FALSE,44885,66572,terpene,Terpene,3478,3966,3478
GCA_016712935.1,JADJQC010000038.1.region001,JADJQC010000038,FALSE,107877,150703,NRPS-like,NRPS,3967,3967,3967
GCA_016712935.1,JADJQC010000038.1.region002,JADJQC010000038,FALSE,262557,291393,hserlactone;RRE-containing,Others,3968,5272,5272
GCA_016712935.1,JADJQC010000039.1.region001,JADJQC010000039,FALSE,356778,367675,RiPP-like,RiPPs,5271,5271,5271
GCA_016712985.1,JADJQA010000007.1.region001,JADJQA010000007,FALSE,111550,154379,NRPS-like,NRPS,3949,3949,3949
GCA_016712985.1,JADJQA010000008.1.region001,JADJQA010000008,FALSE,144277,165991,terpene,Terpene,2815,2815,5033
GCA_016712985.1,JADJQA010000010.1.region001,JADJQA010000010,FALSE,147039,157882,RiPP-like,RiPPs,3951,3951,3951
GCA_016712985.1,JADJQA010000042.1.region001,JADJQA010000042,FALSE,5764,16655,RiPP-like,RiPPs,3952,3952,3952
GCA_016713005.1,JADJPY010000001.1.region001,JADJPY010000001,FALSE,52839,96458,arylpolyene,Others,3943,3943,3943
GCA_016713005.1,JADJPY010000001.1.region002,JADJPY010000001,FALSE,463256,485197,terpene,Terpene,3944,2038,2038
GCA_016713005.1,JADJPY010000002.1.region001,JADJPY010000002,FALSE,125117,145726,hserlactone,Others,3945,3945,3945
GCA_016713005.1,JADJPY010000011.1.region001,JADJPY010000011,FALSE,64610,75504,RiPP-like,RiPPs,5495,5495,5495
GCA_016713015.1,JADJPX010000007.1.region001,JADJPX010000007,FALSE,173954,194923,terpene,Terpene,5047,5047,5047
GCA_016713015.1,JADJPX010000017.1.region001,JADJPX010000017,FALSE,253240,282470,lassopeptide;RRE-containing,RiPPs,3606,3606,3606
GCA_016713015.1,JADJPX010000017.1.region002,JADJPX010000017,FALSE,313396,334845,ranthipeptide,RiPPs,5046,5046,5046
GCA_016713015.1,JADJPX010000049.1.region001,JADJPX010000049,FALSE,155171,175714,linaridin,RiPPs,5048,5048,5048
GCA_016713015.1,JADJPX010000061.1.region001,JADJPX010000061,FALSE,246619,267546,terpene,Terpene,2268,2268,2268
GCA_016713025.1,JADJPZ010000003.1.region001,JADJPZ010000003,FALSE,682330,703500,terpene,Terpene,3947,3947,3947
GCA_016713025.1,JADJPZ010000004.1.region001,JADJPZ010000004,FALSE,3626272,3647109,terpene,Terpene,3948,5473,5473
GCA_016713035.1,JADJPW010000001.1.region001,JADJPW010000001,FALSE,275629,296478,terpene,Terpene,3934,3934,3934
GCA_016713035.1,JADJPW010000001.1.region002,JADJPW010000001,FALSE,1439690,1500936,arylpolyene;T3PKS,Others,3935,3935,3935
GCA_016713035.1,JADJPW010000012.1.region001,JADJPW010000012,FALSE,36627,58445,terpene,Terpene,3936,3936,3936
GCA_016713035.1,JADJPW010000016.1.region001,JADJPW010000016,FALSE,66232,87207,terpene,Terpene,3937,3937,3937
GCA_016713085.1,JADJPV010000001.1.region001,JADJPV010000001,FALSE,1093260,1114097,terpene,Terpene,3932,3932,2790
GCA_016713085.1,JADJPV010000001.1.region002,JADJPV010000001,FALSE,2343045,2384140,T3PKS,PKSother,3933,3933,3933
GCA_016713105.1,JADJPS010000001.1.region001,JADJPS010000001,FALSE,106084,127973,thioamitides,Others,3920,3920,3920
GCA_016713105.1,JADJPS010000005.1.region001,JADJPS010000005,FALSE,92466,112892,RRE-containing,RiPPs,3921,3921,3921
GCA_016713105.1,JADJPS010000006.1.region001,JADJPS010000006,FALSE,66203,99407,betalactone,Others,3922,3922,3922
GCA_016713105.1,JADJPS010000007.1.region001,JADJPS010000007,FALSE,254778,265657,RiPP-like,RiPPs,3923,3923,3923
GCA_016713105.1,JADJPS010000017.1.region001,JADJPS010000017,FALSE,621013,642917,thioamitides,Others,3924,3924,3924
GCA_016713105.1,JADJPS010000018.1.region001,JADJPS010000018,FALSE,159952,183535,terpene,Terpene,3925,3925,3925
GCA_016713105.1,JADJPS010000018.1.region002,JADJPS010000018,FALSE,421312,443234,thioamitides,Others,3926,3926,3926
GCA_016713115.1,JADJPU010000001.1.region001,JADJPU010000001,TRUE,0,10467,RiPP-like,RiPPs,3929,3929,3929
GCA_016713115.1,JADJPU010000001.1.region002,JADJPU010000001,FALSE,520999,578039,arylpolyene;resorcinol,Others,3930,3930,3930
GCA_016713115.1,JADJPU010000001.1.region003,JADJPU010000001,FALSE,762723,783386,hserlactone,Others,3931,3931,3931
GCA_016713125.1,JADJPT010000014.1.region001,JADJPT010000014,TRUE,0,13746,terpene,Terpene,3927,3927,3927
GCA_016713125.1,JADJPT010000015.1.region001,JADJPT010000015,FALSE,60579,93070,betalactone,Others,3928,3928,3928
GCA_016713135.1,JADJPR010000001.1.region001,JADJPR010000001,FALSE,44239,90682,hglE-KS;T1PKS,PKSother,3915,3915,3915
GCA_016713135.1,JADJPR010000002.1.region001,JADJPR010000002,FALSE,396796,421300,lassopeptide;RRE-containing,RiPPs,3916,3916,3916
GCA_016713135.1,JADJPR010000007.1.region001,JADJPR010000007,FALSE,325795,346056,RRE-containing,RiPPs,3917,3917,3917
GCA_016713135.1,JADJPR010000018.1.region001,JADJPR010000018,FALSE,111930,122800,RiPP-like,RiPPs,5568,5568,5568
GCA_016713135.1,JADJPR010000023.1.region001,JADJPR010000023,FALSE,698620,742593,arylpolyene,Others,3919,3919,3919
GCA_016713175.1,JADJPQ010000001.1.region001,JADJPQ010000001,FALSE,393943,404807,RiPP-like,RiPPs,3905,3905,3905
GCA_016713175.1,JADJPQ010000001.1.region002,JADJPQ010000001,FALSE,870880,917042,T1PKS,PKSI,3906,3906,3906
GCA_016713175.1,JADJPQ010000001.1.region003,JADJPQ010000001,FALSE,1044875,1104685,arylpolyene,Others,3907,3907,3907
GCA_016713175.1,JADJPQ010000002.1.region001,JADJPQ010000002,FALSE,337970,400942,NRPS;T1PKS,PKS-NRP_Hybrids,3908,3908,3908
GCA_016713175.1,JADJPQ010000003.1.region001,JADJPQ010000003,TRUE,0,30036,NRPS-like,NRPS,3909,3909,3909
GCA_016713175.1,JADJPQ010000003.1.region002,JADJPQ010000003,FALSE,650675,672438,terpene,Terpene,3910,3910,3910
GCA_016713175.1,JADJPQ010000007.1.region001,JADJPQ010000007,FALSE,329471,370521,T3PKS,PKSother,3911,3911,3911
GCA_016713175.1,JADJPQ010000009.1.region001,JADJPQ010000009,FALSE,104898,116263,RiPP-like,RiPPs,3912,3912,3912
GCA_016713175.1,JADJPQ010000026.1.region001,JADJPQ010000026,FALSE,422834,467463,NRPS-like,NRPS,3913,3913,3913
GCA_016713175.1,JADJPQ010000030.1.region001,JADJPQ010000030,FALSE,74793,85654,RiPP-like,RiPPs,3914,3914,3914
GCA_016713205.1,JADJPP010000003.1.region001,JADJPP010000003,FALSE,766713,787550,terpene,Terpene,3903,3903,3903
GCA_016713205.1,JADJPP010000007.1.region001,JADJPP010000007,FALSE,254289,274985,terpene,Terpene,3230,3230,3230
GCA_016713225.1,JADJPO010000001.1.region001,JADJPO010000001,FALSE,344114,365299,terpene,Terpene,3422,3422,3422
GCA_016713225.1,JADJPO010000001.1.region002,JADJPO010000001,FALSE,572663,636502,hglE-KS;T3PKS,PKSother,3423,3423,3423
GCA_016713225.1,JADJPO010000001.1.region003,JADJPO010000001,FALSE,860261,902841,NRPS-like,NRPS,3895,3895,3895
GCA_016713225.1,JADJPO010000002.1.region001,JADJPO010000002,FALSE,379897,451660,NRPS;T1PKS,PKS-NRP_Hybrids,2654,2654,2654
GCA_016713225.1,JADJPO010000002.1.region002,JADJPO010000002,FALSE,795279,841687,T1PKS,PKSI,3428,3428,3428
GCA_016713225.1,JADJPO010000003.1.region001,JADJPO010000003,FALSE,1157366,1178347,terpene,Terpene,2653,2653,2653
GCA_016713225.1,JADJPO010000005.1.region001,JADJPO010000005,FALSE,186904,197789,RiPP-like,RiPPs,3899,3899,3899
GCA_016713225.1,JADJPO010000008.1.region001,JADJPO010000008,TRUE,16732,43409,"NAPAA",NRPS,3900,3900,3900
GCA_016713225.1,JADJPO010000011.1.region001,JADJPO010000011,FALSE,124101,145076,nucleoside,Others,3901,3901,3901
GCA_016713225.1,JADJPO010000011.1.region002,JADJPO010000011,FALSE,373611,405941,redox-cofactor,Others,2655,2655,2655
GCA_016713235.1,JADJPN010000001.1.region001,JADJPN010000001,FALSE,312120,353176,T3PKS,PKSother,3890,3890,3890
GCA_016713235.1,JADJPN010000003.1.region001,JADJPN010000003,FALSE,533972,544863,RiPP-like,RiPPs,3891,3891,4847
GCA_016713235.1,JADJPN010000005.1.region001,JADJPN010000005,FALSE,171823,192657,terpene,Terpene,3892,3892,3892
GCA_016713245.1,JADJPM010000001.1.region001,JADJPM010000001,FALSE,694762,735911,T3PKS,PKSother,3884,3884,3884
GCA_016713245.1,JADJPM010000001.1.region002,JADJPM010000001,FALSE,1549894,1570221,RRE-containing,RiPPs,3885,3885,3885
GCA_016713245.1,JADJPM010000001.1.region003,JADJPM010000001,FALSE,2204351,2245569,ladderane,Others,3886,3886,3886
GCA_016713245.1,JADJPM010000004.1.region001,JADJPM010000004,FALSE,16623,34385,terpene,Terpene,3887,3887,3887
GCA_016713245.1,JADJPM010000004.1.region002,JADJPM010000004,FALSE,156225,176502,terpene,Terpene,3888,3888,3888
GCA_016713245.1,JADJPM010000004.1.region003,JADJPM010000004,FALSE,1873574,1894426,terpene,Terpene,3889,3889,3889
GCA_016713275.1,JADJPL010000001.1.region001,JADJPL010000001,FALSE,189962,211667,thioamitides,Others,3882,3882,3882
GCA_016713275.1,JADJPL010000001.1.region002,JADJPL010000001,FALSE,539195,560032,terpene,Terpene,2740,2740,2740
GCA_016713305.1,JADJPK010000004.1.region001,JADJPK010000004,FALSE,427965,438826,RiPP-like,RiPPs,3877,3877,3877
GCA_016713305.1,JADJPK010000005.1.region001,JADJPK010000005,FALSE,457136,557089,acyl_amino_acids;thioamide-NRP,Others,3878,3878,3878
GCA_016713305.1,JADJPK010000010.1.region001,JADJPK010000010,FALSE,182575,204264,terpene,Terpene,3879,2815,5984
GCA_016713305.1,JADJPK010000018.1.region001,JADJPK010000018,FALSE,27891,50041,redox-cofactor,Others,3880,3880,3880
GCA_016713305.1,JADJPK010000031.1.region001,JADJPK010000031,FALSE,322398,383181,acyl_amino_acids,Others,3881,3881,3881
GCA_016713325.1,JADJPJ010000004.1.region001,JADJPJ010000004,FALSE,123045,164125,T3PKS,PKSother,3866,3866,3866
GCA_016713325.1,JADJPJ010000004.1.region002,JADJPJ010000004,FALSE,284454,339838,NRPS,NRPS,3867,3867,3867
GCA_016713325.1,JADJPJ010000016.1.region001,JADJPJ010000016,FALSE,126874,149202,lassopeptide,RiPPs,3868,3868,3868
GCA_016713325.1,JADJPJ010000027.1.region001,JADJPJ010000027,TRUE,0,34753,NRPS-like,NRPS,3869,3869,3869
GCA_016713325.1,JADJPJ010000031.1.region001,JADJPJ010000031,FALSE,26928,79240,hglE-KS;PUFA;T1PKS,Others,3870,3870,3870
GCA_016713325.1,JADJPJ010000037.1.region001,JADJPJ010000037,FALSE,7907,28897,terpene,Terpene,3871,3871,3871
GCA_016713325.1,JADJPJ010000087.1.region001,JADJPJ010000087,FALSE,649620,669899,RRE-containing,RiPPs,3872,3872,3872
GCA_016713325.1,JADJPJ010000087.1.region002,JADJPJ010000087,FALSE,1000666,1026292,betalactone,Others,3873,3873,3873
GCA_016713325.1,JADJPJ010000088.1.region001,JADJPJ010000088,TRUE,0,24895,T3PKS,PKSother,3874,3874,3874
GCA_016713325.1,JADJPJ010000093.1.region001,JADJPJ010000093,FALSE,111996,154597,NRPS-like,NRPS,3875,3875,3875
GCA_016713325.1,JADJPJ010000099.1.region001,JADJPJ010000099,TRUE,36214,78596,hglE-KS,PKSother,3876,3876,3876
GCA_016713335.1,JADJPH010000002.1.region001,JADJPH010000002,FALSE,24788,46021,terpene,Terpene,3854,3854,3854
GCA_016713335.1,JADJPH010000003.1.region001,JADJPH010000003,TRUE,0,28954,hglE-KS;T1PKS,PKSother,3855,3855,3855
GCA_016713335.1,JADJPH010000004.1.region001,JADJPH010000004,FALSE,110546,131506,terpene,Terpene,3856,3856,3856
GCA_016713335.1,JADJPH010000008.1.region001,JADJPH010000008,FALSE,6674,29817,ranthipeptide,RiPPs,3857,3857,3857
GCA_016713335.1,JADJPH010000009.1.region001,JADJPH010000009,FALSE,41761,62052,RRE-containing,RiPPs,3858,3858,3858
GCA_016713335.1,JADJPH010000027.1.region001,JADJPH010000027,FALSE,2931,63781,NRPS-like;RRE-containing,Others,3859,3859,3859
GCA_016713335.1,JADJPH010000070.1.region001,JADJPH010000070,TRUE,0,20419,terpene,Terpene,3860,3860,3860
GCA_016713355.1,JADJPI010000004.1.region001,JADJPI010000004,FALSE,385350,406832,terpene,Terpene,5683,5683,5683
GCA_016713355.1,JADJPI010000004.1.region002,JADJPI010000004,FALSE,475837,524582,hglE-KS,PKSother,3862,3862,3862
GCA_016713355.1,JADJPI010000007.1.region001,JADJPI010000007,FALSE,613443,634409,terpene,Terpene,5680,5680,5680
GCA_016713355.1,JADJPI010000016.1.region001,JADJPI010000016,FALSE,13254,40430,lassopeptide;RRE-containing,RiPPs,3864,3864,3864
GCA_016713355.1,JADJPI010000037.1.region001,JADJPI010000037,FALSE,321431,362499,T3PKS,PKSother,3865,3865,3865
GCA_016713365.1,JADJPG010000004.1.region001,JADJPG010000004,FALSE,112303,134187,terpene,Terpene,3847,3847,3847
GCA_016713365.1,JADJPG010000005.1.region001,JADJPG010000005,FALSE,106353,150541,arylpolyene,Others,3848,3848,3848
GCA_016713365.1,JADJPG010000017.1.region001,JADJPG010000017,TRUE,0,41152,T3PKS,PKSother,3849,3849,3849
GCA_016713365.1,JADJPG010000018.1.region001,JADJPG010000018,FALSE,36536,58598,terpene,Terpene,3850,3850,3850
GCA_016713365.1,JADJPG010000020.1.region001,JADJPG010000020,FALSE,33780,54650,terpene,Terpene,3851,3851,3851
GCA_016713365.1,JADJPG010000065.1.region001,JADJPG010000065,FALSE,28069,49089,terpene,Terpene,3852,3852,3852
GCA_016713365.1,JADJPG010000078.1.region001,JADJPG010000078,FALSE,4763,15591,RiPP-like,RiPPs,3853,3853,3853
GCA_016713405.1,JADJPF010000001.1.region001,JADJPF010000001,FALSE,213802,224666,RiPP-like,RiPPs,3835,3835,3835
GCA_016713405.1,JADJPF010000001.1.region002,JADJPF010000001,FALSE,608419,746605,NRPS;T1PKS;T3PKS,PKS-NRP_Hybrids,3836,3836,3836
GCA_016713405.1,JADJPF010000003.1.region001,JADJPF010000003,FALSE,112128,156523,NRPS-like,NRPS,3837,3837,3837
GCA_016713405.1,JADJPF010000003.1.region002,JADJPF010000003,FALSE,383767,407019,lanthipeptide-class-ii,RiPPs,3838,3838,3838
GCA_016713405.1,JADJPF010000011.1.region001,JADJPF010000011,TRUE,182112,213284,T3PKS,PKSother,3839,3839,3839
GCA_016713405.1,JADJPF010000012.1.region001,JADJPF010000012,FALSE,87136,108903,terpene,Terpene,3840,3840,3840
GCA_016713405.1,JADJPF010000016.1.region001,JADJPF010000016,FALSE,48602,69043,RRE-containing,RiPPs,3841,3841,3841
GCA_016713405.1,JADJPF010000020.1.region001,JADJPF010000020,FALSE,189710,211711,LAP,RiPPs,3842,3842,3842
GCA_016713405.1,JADJPF010000020.1.region002,JADJPF010000020,FALSE,349140,359992,RiPP-like,RiPPs,3843,3843,3843
GCA_016713405.1,JADJPF010000022.1.region001,JADJPF010000022,FALSE,220745,242650,terpene,Terpene,3844,3844,3844
GCA_016713405.1,JADJPF010000024.1.region001,JADJPF010000024,FALSE,250058,293932,NRPS-like;RiPP-like,Others,3845,3845,3845
GCA_016713405.1,JADJPF010000027.1.region001,JADJPF010000027,FALSE,307721,328606,terpene,Terpene,3846,3846,3846
GCA_016713425.1,JADJPE010000005.1.region001,JADJPE010000005,FALSE,946212,992414,T1PKS,PKSI,3829,3829,3829
GCA_016713425.1,JADJPE010000005.1.region002,JADJPE010000005,FALSE,2809701,2851844,NRPS-like,NRPS,3830,3830,3830
GCA_016713425.1,JADJPE010000005.1.region003,JADJPE010000005,FALSE,3561394,3572345,RiPP-like,RiPPs,3831,3831,3831
GCA_016713425.1,JADJPE010000005.1.region004,JADJPE010000005,FALSE,3834705,3895108,NRPS-like;T1PKS,PKS-NRP_Hybrids,3832,3832,3832
GCA_016713425.1,JADJPE010000005.1.region005,JADJPE010000005,FALSE,6173793,6222586,T1PKS,PKSI,3833,3833,3833
GCA_016713425.1,JADJPE010000005.1.region006,JADJPE010000005,FALSE,6782364,6826153,betalactone;NRPS,Others,3834,3834,3834
GCA_016713435.1,JADJPD010000001.1.region001,JADJPD010000001,FALSE,561885,584051,redox-cofactor,Others,3825,3825,3611
GCA_016713435.1,JADJPD010000003.1.region001,JADJPD010000003,FALSE,325435,346344,terpene,Terpene,3826,4509,4509
GCA_016713435.1,JADJPD010000006.1.region001,JADJPD010000006,FALSE,27215,48199,terpene,Terpene,3827,3827,3827
GCA_016713435.1,JADJPD010000010.1.region001,JADJPD010000010,FALSE,283865,304873,terpene,Terpene,4510,4510,4510
GCA_016713445.1,JADJPB010000005.1.region001,JADJPB010000005,FALSE,276270,326532,NRPS-like;T1PKS,PKS-NRP_Hybrids,3821,3821,3821
GCA_016713445.1,JADJPB010000017.1.region001,JADJPB010000017,FALSE,63567,84404,terpene,Terpene,3822,3822,3822
GCA_016713455.1,JADJPC010000002.1.region001,JADJPC010000002,FALSE,196408,218212,terpene,Terpene,3823,3823,3823
GCA_016713455.1,JADJPC010000003.1.region001,JADJPC010000003,FALSE,520067,541033,terpene,Terpene,3824,3824,3824
GCA_016713505.1,JADJPA010000001.1.region001,JADJPA010000001,FALSE,1195422,1243809,hglE-KS;RRE-containing,Others,4862,4862,4862
GCA_016713505.1,JADJPA010000001.1.region002,JADJPA010000001,FALSE,1245621,1277990,ranthipeptide,RiPPs,4861,4861,4861
GCA_016713505.1,JADJPA010000001.1.region003,JADJPA010000001,FALSE,1288809,1331713,NRPS-like,NRPS,4860,4860,4860
GCA_016713505.1,JADJPA010000001.1.region004,JADJPA010000001,FALSE,2263413,2304610,arylpolyene,Others,5739,5739,5739
GCA_016713505.1,JADJPA010000001.1.region005,JADJPA010000001,FALSE,2556740,2577610,terpene,Terpene,3247,3247,3247
GCA_016713505.1,JADJPA010000001.1.region006,JADJPA010000001,FALSE,2925109,2947083,cyanobactin,RiPPs,5744,5744,5744
GCA_016713505.1,JADJPA010000001.1.region007,JADJPA010000001,FALSE,3174313,3194874,hserlactone,Others,5743,5743,5743
GCA_016713505.1,JADJPA010000002.1.region001,JADJPA010000002,FALSE,265161,276025,RiPP-like,RiPPs,4863,4863,4863
GCA_016713525.1,JADJOZ010000001.1.region001,JADJOZ010000001,FALSE,156943,207301,NRPS;NRPS-like;T1PKS,PKS-NRP_Hybrids,4317,4497,4497
GCA_016713525.1,JADJOZ010000007.1.region001,JADJOZ010000007,FALSE,390600,411434,terpene,Terpene,4316,4316,4316
GCA_016713525.1,JADJOZ010000011.1.region001,JADJOZ010000011,FALSE,65307,87481,lassopeptide,RiPPs,4318,4318,4318
GCA_016713535.1,JADJOY010000008.1.region001,JADJOY010000008,FALSE,92126,146518,hglE-KS;RiPP-like;T1PKS,Others,3804,3804,3804
