genome_id,isolate,gtdb202_tax,n_bgcs,n_contigs,total_bp,longest_contig_bp,mean_contig_bp,completeness,contamination,circular,strain_heter0geneity,drep_95_cluster,drep_95_representative,drep_99_cluster
GCA_016717915.1,Rand_18-Q3-R56-63_BAT3C.48,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,54,3910392,575234,72414.7,96.63,1.08,TRUE,50,276_1,TRUE,276_1
GCA_016718925.1,Mari_18-Q3-R65-66_MAXAC.089_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,39,4508810,655386,115610.5,96.51,4.01,TRUE,73.91,282_1,TRUE,282_1
GCA_016718655.1,OdNE_18-Q3-R46-58_MAXAC.100_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,3,60,4418112,402121,73635.2,94.89,3.36,TRUE,68.42,282_1,TRUE,282_2
GCA_016718415.1,OdNW_18-Q3-R42-56_BAT3C.379,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,4,27,4058387,914080,150310.6,96.51,3.86,TRUE,50,291_1,TRUE,291_3
GCA_016718615.1,OdNW_18-Q3-R42-56_BAT3C.137,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,3,5,4291382,1211268,858276.4,99.46,2.15,TRUE,66.67,253_1,TRUE,253_1
GCA_016718545.1,OdNW_18-Q3-R42-56_BAT3C.192,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,10,4349554,1091815,434955.4,94.09,0.54,TRUE,100,277_1,TRUE,277_1
GCA_016720105.1,Lyne_18-Q3-R50-59_BAT3C.189,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,27,4305133,357942,159449.4,94.02,2.15,TRUE,40,279_1,TRUE,279_1
GCA_016719255.1,Mari_18-Q3-R65-66_BAT3C.227,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,49,4561840,561027,93098.8,96.33,3.23,TRUE,25,281_1,TRUE,281_2
GCA_016719225.1,Mari_18-Q3-R65-66_BAT3C.397,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,5,3679454,1142622,735890.8,100,0.54,TRUE,100,274_0,TRUE,274_0
GCA_016722445.1,Skiv_18-Q3-R9-52_MAXAC.254,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA4660;s__,NA,41,4358389,470396,106302.2,93.48,2.69,TRUE,50,167_0,TRUE,167_0
GCA_016721825.1,Skiv_18-Q3-R9-52_BAT3C.268,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,6,3886567,1556520,647761.2,90.59,0.54,TRUE,0,281_1,TRUE,281_1
GCA_016721685.1,Skiv_18-Q3-R9-52_BAT3C.511,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,56,4188713,307497,74798.4,96.33,3.23,TRUE,33.33,290_1,TRUE,290_2
GCA_016721005.1,Vibo_18-Q3-R45-57_BATAC.153,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,19,4505303,800726,237121.2,99.46,4.19,TRUE,90.91,288_2,TRUE,288_2
GCA_016700415.1,Vibo_18-Q3-R45-57_BATAC.458_cln,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605,NA,1,3851287,3851287,3851287,100,0,TRUE,0,273_1,TRUE,273_1
GCA_016702315.1,Aved_18-Q3-R54-62_MAXAC.390,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,18,4322873,812187,240159.6,98.92,1.34,TRUE,100,276_1,TRUE,276_1
GCA_016702475.1,Aved_18-Q3-R54-62_MAXAC.302,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605,NA,15,4053641,1326621,270242.7,100,1.61,TRUE,100,273_1,TRUE,273_1
GCA_016702645.1,Aved_18-Q3-R54-62_MAXAC.228_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,56,3979298,350306,71058.9,95.7,1.88,TRUE,25,286_0,TRUE,286_0
GCA_016703005.1,Aved_18-Q3-R54-62_BATAC.823_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,35,4155192,510943,118719.8,95.84,1.79,TRUE,60,291_1,TRUE,291_1
GCA_016703105.1,Aved_18-Q3-R54-62_BATAC.626,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,23,4870956,620391,211780.7,97.94,0.54,TRUE,100,277_1,TRUE,277_3
GCA_016704195.1,AalW_18-Q3-R10-53_BATAC.822,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,30,4737896,973199,157929.9,98.88,3.76,TRUE,62.5,277_1,TRUE,277_1
GCA_016704175.1,AalW_18-Q3-R10-53_BATAC.872,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,15,4214157,962272,280943.8,99.46,1.08,TRUE,100,276_1,TRUE,276_1
GCA_016703685.1,AalW_18-Q3-R10-53_MAXAC.410,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,8,4321064,2068231,540133,98.75,1.61,TRUE,100,279_1,TRUE,279_1
GCA_016699575.1,Fred_18-Q3-R57-64_BAT3C.208,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,NA,1,4479215,4479215,4479215,100,0.54,TRUE,0,292_0,TRUE,292_0
GCA_016721735.1,Skiv_18-Q3-R9-52_BAT3C.440,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,NA,20,3316408,768886,165820.4,98.65,1.2,TRUE,83.33,255_0,TRUE,255_0
GCA_016718345.1,OdNW_18-Q3-R42-56_BATAC.385,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,NA,27,2907169,508694,107672.9,90.92,1.18,TRUE,25,256_0,TRUE,256_0
GCA_016714905.1,OdNE_18-Q3-R46-58_BATAC.16,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,NA,33,3074711,352442,93173.1,93.71,1.14,TRUE,58.33,254_0,TRUE,254_0
GCA_016703985.1,AalW_18-Q3-R10-53_MAXAC.084,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625,4,21,4839875,1228118,230470.2,95.82,3.89,TRUE,35.29,320_1,TRUE,320_1
GCA_016716075.1,Kalu_18-Q3-R12-55_BATAC.81,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__,5,48,4652278,512995,96922.5,92.3,2.84,TRUE,36.36,321_1,TRUE,321_3
GCA_016716465.1,Kalu_18-Q3-R12-55_BAT3C.208,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__;s__,NA,8,3021994,1521596,377749.2,96.8,2.82,TRUE,92,340_0,TRUE,340_0
GCA_016712635.1,Fred_18-Q3-R57-64_MAXAC.292,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__;s__,NA,17,3054801,695322,179694.2,97.41,3.3,TRUE,40,339_0,TRUE,339_0
GCA_016712905.1,Fred_18-Q3-R57-64_MAXAC.073,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__;s__,NA,17,3391806,1381470,199518,97.65,4.69,TRUE,82.35,319_1,TRUE,319_1
GCA_016718385.1,OdNW_18-Q3-R42-56_BATAC.277,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__,NA,14,4988864,1147312,356347.4,95.2,3.21,TRUE,25,321_1,TRUE,321_2
GCA_016718945.1,Mari_18-Q3-R65-66_MAXAC.093,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__;s__,NA,22,3428406,1749876,155836.6,98.4,4.81,TRUE,73.33,319_1,TRUE,319_2
GCA_016717785.1,Rand_18-Q3-R56-63_BATAC.255,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625,NA,14,4817439,3179352,344102.8,95.82,3.89,TRUE,13.33,320_1,TRUE,320_1
GCA_016705225.1,AalE_18-Q3-R2-46_BATAC.258,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__,NA,48,5425094,789033,113022.8,95.51,3.7,TRUE,28.57,321_1,TRUE,321_1
GCA_016705365.1,AalE_18-Q3-R2-46_BAT3C.320,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625,5,9,4595504,2300666,510611.6,95.82,2.04,TRUE,12.5,320_1,TRUE,320_1
GCA_016706085.1,EsbE_18-Q3-R3-47_BATAC.204,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625,NA,7,4570796,2152596,652970.9,95.26,2.1,TRUE,30,320_1,TRUE,320_1
GCA_016707425.1,Ega_18-Q3-R5-49_BATAC.239,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__,NA,19,3347152,1028894,176165.9,93.99,1.63,TRUE,0,437_0,TRUE,437_0
GCA_016707795.1,Damh_18-Q3-R51-60_MAXAC.071,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625,NA,32,4522127,642121,141316.5,91.61,3.98,TRUE,35.29,320_1,TRUE,320_1
GCA_016708925.1,Bjer_18-Q3-R1-45_BAT3C.258,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__;s__,NA,25,3075447,493074,123017.9,92.46,2.22,TRUE,33.33,319_1,TRUE,319_3
GCA_016711975.1,Hade_18-Q3-R52-61_BATAC.282,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625,NA,17,4501920,678325,264818.8,95.35,2.53,TRUE,10,320_1,TRUE,320_1
GCA_016709565.1,EsbW_18-Q3-R4-48_BATAC.420,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625,NA,11,4796675,929154,436061.4,95.21,2.41,TRUE,10,320_1,TRUE,320_1
GCA_016720905.1,Vibo_18-Q3-R45-57_BATAC.273,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__,4,39,5297120,545414,135823.6,97.25,2.2,TRUE,0,60_0,TRUE,60_0
GCA_016720805.1,Vibo_18-Q3-R45-57_BATAC.481,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Palsa-1233;s__,NA,16,3506143,1128144,219133.9,97.8,2.2,TRUE,0,483_2,TRUE,483_4
GCA_016721935.1,Skiv_18-Q3-R9-52_BAT3C.167,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__,NA,9,5545668,1057330,616185.3,97.8,2.2,TRUE,0,484_1,TRUE,484_2
GCA_016717965.1,Rand_18-Q3-R56-63_BAT3C.236,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Palsa-1233;s__,NA,37,3315092,458699,89597.1,95.6,1.1,TRUE,0,483_1,TRUE,483_2
GCA_016719105.1,Mari_18-Q3-R65-66_BATAC.295,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__,NA,50,6649145,888246,132982.9,98.9,1.1,TRUE,0,484_1,TRUE,484_1
GCA_016713015.1,Fred_18-Q3-R57-64_BATAC.76,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__,NA,65,7708984,1656236,118599.8,98.9,4.4,TRUE,50,484_1,TRUE,484_8
GCA_016712265.1,Fred_18-Q3-R57-64_MAXAC.423,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__,NA,32,5946841,1623811,185838.8,97.8,4.4,TRUE,50,486_0,TRUE,486_0
GCA_016713785.1,Fred_18-Q3-R57-64_BAT3C.6,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,NA,3,4414064,2677858,1471354.6,97.8,2.38,TRUE,0,503_1,TRUE,503_2
GCA_016714015.1,Fred_18-Q3-R57-64_BAT3C.243,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__PNKF01;s__,NA,15,4437635,1483592,295842.3,97.8,2.2,TRUE,0,493_0,TRUE,493_0
GCA_016713435.1,Fred_18-Q3-R57-64_BATAC.299,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,NA,46,5232622,1085070,113752.6,96.7,2.38,TRUE,0,504_0,TRUE,504_0
GCA_016714295.1,EsbW_18-Q3-R4-48_MAXAC.084,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__,NA,18,6601977,2200290,366776.5,98.9,2.75,TRUE,0,484_1,TRUE,484_5
GCA_016716895.1,Hirt_18-Q3-R61-65_MAXAC.111,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,NA,16,4672554,2192378,292034.6,97.8,2.38,TRUE,0,503_1,TRUE,503_1
GCA_016717475.1,Rand_18-Q3-R56-63_MAXAC.104,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,NA,36,4172916,379387,115914.3,94.51,2.38,TRUE,0,503_1,TRUE,503_2
GCA_016715665.1,Lyne_18-Q3-R50-59_MAXAC.102,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__,NA,32,6352677,1413911,198521.2,98.9,2.2,TRUE,0,484_1,TRUE,484_6
GCA_016709265.1,EsbW_18-Q3-R4-48_MAXAC.089,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,NA,11,4625850,2699561,420531.8,97.8,2.38,TRUE,0,503_1,TRUE,503_1
GCA_016709975.1,EsbW_18-Q3-R4-48_BAT3C.251,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Palsa-1233;s__,1,21,3588471,969132,170879.6,96.15,4.4,TRUE,25,483_2,TRUE,483_3
GCA_016705815.1,EsbE_18-Q3-R3-47_MAXAC.085,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,4,10,4507923,2141664,450792.3,97.8,2.38,TRUE,0,503_1,TRUE,503_1
GCA_016706765.1,Ejby_18-Q3-R6-50_BAT3C.80,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,NA,28,4264875,1206658,152317,97.7,2.38,TRUE,0,503_1,TRUE,503_2
GCA_016705425.1,AalE_18-Q3-R2-46_BAT3C.235,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__,5,52,5952126,596414,114464,90.66,1.1,TRUE,0,484_1,TRUE,484_7
GCA_016704625.1,AalW_18-Q3-R10-53_BAT3C.461,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__,NA,15,6100096,1713894,406673.1,98.9,2.2,TRUE,0,484_1,TRUE,484_4
GCA_016704795.1,AalE_18-Q3-R2-46_MAXAC.133,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,NA,25,4535331,1471325,181413.2,95.6,2.38,TRUE,0,503_1,TRUE,503_2
GCA_016704275.1,AalW_18-Q3-R10-53_BATAC.41,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Palsa-1233;s__,NA,13,3401354,803064,261642.6,96.7,1.1,TRUE,0,483_1,TRUE,483_1
GCA_016704465.1,AalW_18-Q3-R10-53_BATAC.281,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__,NA,22,6108737,1186310,277669.9,94.74,0,TRUE,0,485_0,TRUE,485_0
GCA_016702955.1,Aved_18-Q3-R54-62_BATAC.843,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,4,28,4961593,2122058,177199.8,98.9,2.38,TRUE,0,503_1,TRUE,503_2
GCA_016702715.1,Aved_18-Q3-R54-62_MAXAC.126,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__,5,31,6520271,2039414,210331.3,97.8,2.3,TRUE,0,484_1,TRUE,484_3
GCA_016720395.1,Viby_18-Q3-R106-67_BAT3C.94,d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__Pseudopelobacter;s__,NA,17,3285890,455485,193287.6,98.06,1.29,TRUE,100,424_0,TRUE,424_0
GCA_016716085.1,Kalu_18-Q3-R12-55_BATAC.288,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__;s__,5,33,4975101,940862,150760.6,98.8,2.91,TRUE,64.71,21_0,TRUE,21_0
GCA_016704305.1,AalW_18-Q3-R10-53_BATAC.498,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__,NA,66,5375741,330464,81450.6,93.36,2.48,TRUE,25,314_1,TRUE,314_1
GCA_016703175.1,Aved_18-Q3-R54-62_BATAC.558,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__,NA,57,5885621,1329498,103256.5,97.67,4.81,TRUE,50,314_1,TRUE,314_2
GCA_016709065.1,Bjer_18-Q3-R1-45_BAT3C.170,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,15,4946673,1193886,329778.2,91.94,3.03,TRUE,16.67,267_2,TRUE,267_3
GCA_016707205.1,Ega_18-Q3-R5-49_BATAC.545,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,24,4952893,680256,206370.5,93.69,2.02,TRUE,25,267_2,TRUE,267_5
GCA_016715565.1,Lyne_18-Q3-R50-59_MAXAC.221,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,38,6427123,1530350,169134.8,97.98,4.55,TRUE,55.56,267_1,TRUE,267_2
GCA_016715005.1,OdNE_18-Q3-R46-58_BAT3C.223,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,32,5000004,681681,156250.1,93.43,3.54,TRUE,28.57,267_2,TRUE,267_4
GCA_016713275.1,Fred_18-Q3-R57-64_BATAC.439,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,2,28,5708227,906676,203865.2,94.7,2.02,TRUE,0,267_1,TRUE,267_1
GCA_016718685.1,OdNE_18-Q3-R46-58_MAXAC.223,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Haliscomenobacter;s__,NA,155,7049289,215163,45479.3,93.94,3.54,TRUE,33.33,180_0,TRUE,180_0
GCA_016715205.1,Mari_18-Q3-R65-66_MAXAC.049,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__,NA,50,3757211,501719,75144.2,97.86,4.82,TRUE,0,216_0,TRUE,216_0
GCA_016714685.1,OdNE_18-Q3-R46-58_MAXAC.008,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__,NA,35,3466241,777077,99035.5,96.44,2.19,TRUE,0,304_1,TRUE,304_1
GCA_016714485.1,OdNW_18-Q3-R42-56_BATAC.478,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__,NA,41,3303267,333868,80567.5,90.35,1.4,TRUE,75,304_1,TRUE,304_2
GCA_016720465.1,Viby_18-Q3-R106-67_BAT3C.260,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__;s__,NA,4,3523586,1816503,880896.5,99.12,1.75,TRUE,0,303_0,TRUE,303_0
GCA_016721195.1,Skiv_18-Q3-R9-52_MAXAC.067,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__,NA,13,3749529,1219618,288425.3,98.03,2.38,TRUE,91.67,305_0,TRUE,305_0
GCA_016722505.1,Vibo_18-Q3-R45-57_BAT3C.161,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__;s__,NA,9,3629636,1604428,403292.9,95.61,2.63,TRUE,0,302_0,TRUE,302_0
GCA_016710635.1,Hjor_18-Q3-R7-51_BATAC.136,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__;s__,NA,34,3867194,362148,113741,98.25,2.63,TRUE,66.67,306_0,TRUE,306_0
GCA_016705945.1,EsbE_18-Q3-R3-47_MAXAC.007,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__,NA,47,3301456,211167,70243.7,98.25,3.51,TRUE,75,304_1,TRUE,304_3
GCA_016705025.1,AalE_18-Q3-R2-46_MAXAC.019,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__UBA5066;s__,NA,70,5617161,552199,80245.2,92.74,4.27,TRUE,40,433_1,TRUE,433_1
GCA_016722225.1,Ribe_18-Q3-R11-54_MAXAC.077,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__UBA5066;s__,NA,89,7489364,455110,84150.2,92.26,4.56,TRUE,54.55,432_1,TRUE,432_2
GCA_016719485.1,Lyne_18-Q3-R50-59_MAXAC.015,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__UBA5066;s__,NA,33,5710626,647760,173049.3,95.94,2.56,TRUE,0,433_1,TRUE,433_2
GCA_016714815.1,OdNE_18-Q3-R46-58_BATAC.193,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__UBA5066;s__,NA,36,6725827,786226,186828.5,96.15,2.14,TRUE,0,432_1,TRUE,432_1
GCA_016716705.1,Hjor_18-Q3-R7-51_BAT3C.239,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__UBA5066;s__,NA,38,4586032,309885,120685.1,92.51,2.56,TRUE,0,433_2,TRUE,433_3
GCA_016699405.1,EsbW_18-Q3-R4-48_BAT3C.4_cln,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__JAAYLR01;s__,5,1,5224191,5224191,5224191,96.1,1.99,TRUE,0,458_0,TRUE,458_0
GCA_016703155.1,Aved_18-Q3-R54-62_BATAC.570,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__;s__,6,15,3809948,1233875,253996.5,91.65,0.26,TRUE,0,341_0,TRUE,341_0
GCA_016719465.1,Lyne_18-Q3-R50-59_BATAC.79,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__PFJX01;s__,NA,42,3180269,420792,75720.7,95.69,1.65,TRUE,66.67,342_0,TRUE,342_0
GCA_016716745.1,Hjor_18-Q3-R7-51_BAT3C.155,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__GCA-013693735;s__,NA,16,3670810,727809,229425.6,94.71,0.1,TRUE,0,525_0,TRUE,525_0
GCA_016713235.1,Fred_18-Q3-R57-64_BATAC.466,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ga0077548;s__,NA,9,3031094,824307,336788.2,92.16,0.63,TRUE,0,527_0,TRUE,527_0
GCA_016710435.1,Hjor_18-Q3-R7-51_MAXAC.078,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__,NA,53,4372310,3414029,82496.4,99.57,0.87,TRUE,50,522_0,TRUE,522_0
GCA_016716675.1,Hjor_18-Q3-R7-51_BAT3C.262,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__,NA,33,3485780,427015,105629.7,93.16,2.81,TRUE,23.53,521_0,TRUE,521_0
